,REF_AREA,TIME_PERIOD,AGE_x,SMR,RANK,AGE_y,NMR
1257,DOM,2010,Y10T19,1.31,5,_T,-3.114
1258,DOM,2010,Y10T19,0.93,7,_T,-3.114
1259,DOM,2010,Y10T19,1.68,6,_T,-3.114
1260,DOM,2019,Y10T14,0.3,17,_T,-2.738
1261,DOM,2019,Y15T19,1.71,5,_T,-2.738
1262,DOM,2019,Y10T14,0.11,24,_T,-2.738
1263,DOM,2019,Y15T19,3.27,4,_T,-2.738
1264,DOM,2019,Y10T14,0.2,19,_T,-2.738
1265,DOM,2019,Y15T19,2.5,3,_T,-2.738
1266,DOM,2019,Y10T19,1.35,6,_T,-2.738
1267,DOM,2019,Y10T19,1.0,6,_T,-2.738
1268,DOM,2019,Y10T19,1.68,5,_T,-2.738
1269,DZA,2000,Y10T14,1.13,11,_T,-0.617
1270,DZA,2000,Y15T19,4.77,4,_T,-0.617
1271,DZA,2000,Y10T14,1.13,15,_T,-0.617
1272,DZA,2000,Y15T19,6.56,4,_T,-0.617
1273,DZA,2000,Y10T14,1.13,12,_T,-0.617
1274,DZA,2000,Y15T19,5.68,3,_T,-0.617
1275,DZA,2000,Y10T19,3.36,4,_T,-0.617
1276,DZA,2000,Y10T19,2.92,4,_T,-0.617
1277,DZA,2000,Y10T19,3.79,6,_T,-0.617
1278,DZA,2010,Y10T14,0.75,12,_T,-0.922
1279,DZA,2010,Y15T19,2.37,4,_T,-0.922
1280,DZA,2010,Y10T14,0.66,16,_T,-0.922
1281,DZA,2010,Y15T19,3.36,4,_T,-0.922
1282,DZA,2010,Y10T14,0.7,16,_T,-0.922
1283,DZA,2010,Y15T19,2.87,5,_T,-0.922
1284,DZA,2010,Y10T19,1.89,6,_T,-0.922
1285,DZA,2010,Y10T19,1.64,5,_T,-0.922
1286,DZA,2010,Y10T19,2.13,6,_T,-0.922
1287,DZA,2019,Y10T14,0.58,12,_T,-0.852
1288,DZA,2019,Y15T19,2.17,4,_T,-0.852
1289,DZA,2019,Y10T14,0.51,17,_T,-0.852
1290,DZA,2019,Y15T19,2.72,4,_T,-0.852
1291,DZA,2019,Y10T14,0.55,16,_T,-0.852
1292,DZA,2019,Y15T19,2.45,5,_T,-0.852
1293,DZA,2019,Y10T19,1.38,5,_T,-0.852
1294,DZA,2019,Y10T19,1.28,6,_T,-0.852
1295,DZA,2019,Y10T19,1.48,6,_T,-0.852
1296,ECU,2000,Y10T14,3.6,3,_T,-3.313
1297,ECU,2000,Y15T19,12.09,1,_T,-3.313
1298,ECU,2000,Y10T14,2.9,6,_T,-3.313
1299,ECU,2000,Y15T19,11.89,3,_T,-3.313
1300,ECU,2000,Y10T14,3.25,4,_T,-3.313
1301,ECU,2000,Y15T19,11.99,2,_T,-3.313
1302,ECU,2000,Y10T19,7.44,2,_T,-3.313
1303,ECU,2000,Y10T19,7.68,1,_T,-3.313
1304,ECU,2000,Y10T19,7.22,4,_T,-3.313
1305,ECU,2010,Y10T14,4.03,2,_T,-0.555
1306,ECU,2010,Y15T19,15.7,1,_T,-0.555
1307,ECU,2010,Y10T14,4.68,3,_T,-0.555
1308,ECU,2010,Y15T19,18.82,3,_T,-0.555
1309,ECU,2010,Y10T14,4.36,2,_T,-0.555
1310,ECU,2010,Y15T19,17.29,3,_T,-0.555
1311,ECU,2010,Y10T19,10.65,2,_T,-0.555
1312,ECU,2010,Y10T19,9.71,1,_T,-0.555
1313,ECU,2010,Y10T19,11.54,3,_T,-0.555
1314,ECU,2019,Y10T14,3.7,2,_T,4.149
1315,ECU,2019,Y15T19,9.95,1,_T,4.149
1316,ECU,2019,Y10T14,3.93,2,_T,4.149
1317,ECU,2019,Y15T19,13.38,2,_T,4.149
1318,ECU,2019,Y10T14,3.82,2,_T,4.149
1319,ECU,2019,Y15T19,11.7,2,_T,4.149
1320,ECU,2019,Y10T19,7.77,2,_T,4.149
1321,ECU,2019,Y10T19,6.84,1,_T,4.149
1322,ECU,2019,Y10T19,8.67,2,_T,4.149
1323,EGY,2000,Y10T14,0.86,14,_T,-0.039
1324,EGY,2000,Y15T19,3.32,5,_T,-0.039
1325,EGY,2000,Y10T14,0.74,18,_T,-0.039
1326,EGY,2000,Y15T19,3.87,7,_T,-0.039
1327,EGY,2000,Y10T14,0.8,17,_T,-0.039
1328,EGY,2000,Y15T19,3.6,6,_T,-0.039
1329,EGY,2000,Y10T19,2.12,8,_T,-0.039
1330,EGY,2000,Y10T19,2.02,6,_T,-0.039
1331,EGY,2000,Y10T19,2.22,9,_T,-0.039
1332,EGY,2010,Y10T14,0.65,13,_T,-0.216
1333,EGY,2010,Y15T19,2.46,6,_T,-0.216
1334,EGY,2010,Y10T14,0.65,18,_T,-0.216
1335,EGY,2010,Y15T19,3.99,7,_T,-0.216
1336,EGY,2010,Y10T14,0.65,17,_T,-0.216
1337,EGY,2010,Y15T19,3.24,6,_T,-0.216
1338,EGY,2010,Y10T19,1.93,8,_T,-0.216
1339,EGY,2010,Y10T19,1.55,7,_T,-0.216
1340,EGY,2010,Y10T19,2.29,8,_T,-0.216
1341,EGY,2019,Y10T14,0.55,15,_T,-0.565
1342,EGY,2019,Y15T19,3.05,5,_T,-0.565
1343,EGY,2019,Y10T14,0.53,18,_T,-0.565
1344,EGY,2019,Y15T19,4.17,6,_T,-0.565
1345,EGY,2019,Y10T14,0.54,18,_T,-0.565
1346,EGY,2019,Y15T19,3.63,6,_T,-0.565
1347,EGY,2019,Y10T19,2.02,6,_T,-0.565
1348,EGY,2019,Y10T19,1.75,5,_T,-0.565
1349,EGY,2019,Y10T19,2.28,7,_T,-0.565
1350,ERI,2000,Y10T14,1.38,13,_T,-13.776
1351,ERI,2000,Y15T19,1.55,12,_T,-13.776
1352,ERI,2000,Y10T14,4.26,9,_T,-13.776
1353,ERI,2000,Y15T19,10.04,7,_T,-13.776
1354,ERI,2000,Y10T14,2.83,11,_T,-13.776
1355,ERI,2000,Y15T19,5.81,8,_T,-13.776
1356,ERI,2000,Y10T19,4.16,9,_T,-13.776
1357,ERI,2000,Y10T19,1.46,14,_T,-13.776
1358,ERI,2000,Y10T19,6.84,7,_T,-13.776
1359,ERI,2010,Y10T14,1.15,12,_T,-4.238
1360,ERI,2010,Y15T19,2.08,10,_T,-4.238
1361,ERI,2010,Y10T14,3.06,9,_T,-4.238
1362,ERI,2010,Y15T19,7.93,7,_T,-4.238
1363,ERI,2010,Y10T14,2.12,10,_T,-4.238
1364,ERI,2010,Y15T19,5.02,10,_T,-4.238
1365,ERI,2010,Y10T19,3.64,9,_T,-4.238
1366,ERI,2010,Y10T19,1.64,11,_T,-4.238
1367,ERI,2010,Y10T19,5.6,8,_T,-4.238
1368,ERI,2019,Y10T14,0.97,12,_T,-8.494
1369,ERI,2019,Y15T19,1.56,10,_T,-8.494
1370,ERI,2019,Y10T14,2.51,7,_T,-8.494
1371,ERI,2019,Y15T19,5.8,8,_T,-8.494
1372,ERI,2019,Y10T14,1.76,11,_T,-8.494
1373,ERI,2019,Y15T19,3.72,10,_T,-8.494
1374,ERI,2019,Y10T19,2.59,10,_T,-8.494
1375,ERI,2019,Y10T19,1.22,12,_T,-8.494
1376,ERI,2019,Y10T19,3.91,9,_T,-8.494
1377,ESP,2000,Y10T14,0.28,9,_T,4.309
1378,ESP,2000,Y15T19,1.4,3,_T,4.309
1379,ESP,2000,Y10T14,0.53,5,_T,4.309
1380,ESP,2000,Y15T19,5.13,2,_T,4.309
1381,ESP,2000,Y10T14,0.41,8,_T,4.309
1382,ESP,2000,Y15T19,3.32,2,_T,4.309
1383,ESP,2000,Y10T19,2.01,2,_T,4.309
1384,ESP,2000,Y10T19,0.9,4,_T,4.309
1385,ESP,2000,Y10T19,3.06,2,_T,4.309
1386,ESP,2010,Y10T14,0.0,130,_T,1.349
1387,ESP,2010,Y15T19,0.53,5,_T,1.349
1388,ESP,2010,Y10T14,0.26,8,_T,1.349
1389,ESP,2010,Y15T19,1.78,2,_T,1.349
1390,ESP,2010,Y10T14,0.13,11,_T,1.349
1391,ESP,2010,Y15T19,1.17,2,_T,1.349
1392,ESP,2010,Y10T19,0.66,5,_T,1.349
1393,ESP,2010,Y10T19,0.27,7,_T,1.349
1394,ESP,2010,Y10T19,1.03,4,_T,1.349
1395,ESP,2019,Y10T14,0.29,5,_T,9.786
1396,ESP,2019,Y15T19,1.5,2,_T,9.786
1397,ESP,2019,Y10T14,0.55,4,_T,9.786
1398,ESP,2019,Y15T19,2.41,2,_T,9.786
1399,ESP,2019,Y10T14,0.43,4,_T,9.786
1400,ESP,2019,Y15T19,1.97,2,_T,9.786
1401,ESP,2019,Y10T19,1.15,2,_T,9.786
1402,ESP,2019,Y10T19,0.87,2,_T,9.786
1403,ESP,2019,Y10T19,1.43,2,_T,9.786
1404,EST,2000,Y10T14,3.06,3,_T,-2.309
1405,EST,2000,Y15T19,12.46,1,_T,-2.309
1406,EST,2000,Y10T14,0.0,129,_T,-2.309
1407,EST,2000,Y15T19,25.13,2,_T,-2.309
1408,EST,2000,Y10T14,1.47,5,_T,-2.309
1409,EST,2000,Y15T19,19.0,2,_T,-2.309
1410,EST,2000,Y10T19,10.13,2,_T,-2.309
1411,EST,2000,Y10T19,7.72,2,_T,-2.309
1412,EST,2000,Y10T19,12.37,2,_T,-2.309
1413,EST,2010,Y10T14,0.0,129,_T,-2.819
1414,EST,2010,Y15T19,4.64,2,_T,-2.819
1415,EST,2010,Y10T14,0.0,129,_T,-2.819
1416,EST,2010,Y15T19,19.53,1,_T,-2.819
1417,EST,2010,Y10T14,0.0,129,_T,-2.819
1418,EST,2010,Y15T19,12.29,1,_T,-2.819
1419,EST,2010,Y10T19,6.97,1,_T,-2.819
1420,EST,2010,Y10T19,2.63,2,_T,-2.819
1421,EST,2010,Y10T19,11.08,1,_T,-2.819
1422,EST,2019,Y10T14,0.0,130,_T,4.085
1423,EST,2019,Y15T19,8.75,1,_T,4.085
1424,EST,2019,Y10T14,4.61,3,_T,4.085
1425,EST,2019,Y15T19,15.19,1,_T,4.085
1426,EST,2019,Y10T14,2.38,3,_T,4.085
1427,EST,2019,Y15T19,12.05,1,_T,4.085
1428,EST,2019,Y10T19,6.72,1,_T,4.085
1429,EST,2019,Y10T19,3.95,1,_T,4.085
1430,EST,2019,Y10T19,9.35,1,_T,4.085
1431,ETH,2000,Y10T14,3.29,15,_T,-0.744
1432,ETH,2000,Y15T19,2.72,11,_T,-0.744
1433,ETH,2000,Y10T14,6.55,12,_T,-0.744
1434,ETH,2000,Y15T19,5.17,9,_T,-0.744
1435,ETH,2000,Y10T14,4.93,12,_T,-0.744
1436,ETH,2000,Y15T19,3.95,9,_T,-0.744
1437,ETH,2000,Y10T19,4.48,12,_T,-0.744
1438,ETH,2000,Y10T19,3.03,12,_T,-0.744
1439,ETH,2000,Y10T19,5.92,13,_T,-0.744
1440,ETH,2010,Y10T14,3.06,9,_T,0.899
1441,ETH,2010,Y15T19,2.16,10,_T,0.899
1442,ETH,2010,Y10T14,3.98,9,_T,0.899
1443,ETH,2010,Y15T19,3.39,10,_T,0.899
1444,ETH,2010,Y10T14,3.52,7,_T,0.899
1445,ETH,2010,Y15T19,2.78,10,_T,0.899
1446,ETH,2010,Y10T19,3.19,10,_T,0.899
1447,ETH,2010,Y10T19,2.65,10,_T,0.899
1448,ETH,2010,Y10T19,3.71,10,_T,0.899
1449,ETH,2019,Y10T14,1.67,11,_T,-0.095
1450,ETH,2019,Y15T19,1.44,9,_T,-0.095
1451,ETH,2019,Y10T14,2.91,8,_T,-0.095
1452,ETH,2019,Y15T19,3.02,8,_T,-0.095
1453,ETH,2019,Y10T14,2.3,9,_T,-0.095
1454,ETH,2019,Y15T19,2.24,9,_T,-0.095
1455,ETH,2019,Y10T19,2.27,10,_T,-0.095
1456,ETH,2019,Y10T19,1.56,11,_T,-0.095
1457,ETH,2019,Y10T19,2.96,10,_T,-0.095
1458,FIN,2000,Y10T14,1.5,4,_T,0.469
1459,FIN,2000,Y15T19,7.95,1,_T,0.469
1460,FIN,2000,Y10T14,0.0,130,_T,0.469
1461,FIN,2000,Y15T19,21.68,1,_T,0.469
1462,FIN,2000,Y10T14,0.73,6,_T,0.469
1463,FIN,2000,Y15T19,14.97,1,_T,0.469
1464,FIN,2000,Y10T19,8.01,1,_T,0.469
1465,FIN,2000,Y10T19,4.79,1,_T,0.469
1466,FIN,2000,Y10T19,11.09,1,_T,0.469
1467,FIN,2010,Y10T14,0.0,130,_T,2.624
1468,FIN,2010,Y15T19,5.3,1,_T,2.624
1469,FIN,2010,Y10T14,0.64,9,_T,2.624
1470,FIN,2010,Y15T19,16.22,2,_T,2.624
1471,FIN,2010,Y10T14,0.33,10,_T,2.624
1472,FIN,2010,Y15T19,10.86,1,_T,2.624
1473,FIN,2010,Y10T19,5.91,1,_T,2.624
1474,FIN,2010,Y10T19,2.81,1,_T,2.624
1475,FIN,2010,Y10T19,8.88,2,_T,2.624
1476,FIN,2019,Y10T14,1.24,1,_T,2.822
1477,FIN,2019,Y15T19,7.01,1,_T,2.822
1478,FIN,2019,Y10T14,1.61,2,_T,2.822
1479,FIN,2019,Y15T19,13.64,1,_T,2.822
1480,FIN,2019,Y10T14,1.43,1,_T,2.822
1481,FIN,2019,Y15T19,10.41,1,_T,2.822
1482,FIN,2019,Y10T19,5.83,1,_T,2.822
1483,FIN,2019,Y10T19,4.07,1,_T,2.822
1484,FIN,2019,Y10T19,7.51,1,_T,2.822
1485,FJI,2000,Y10T14,4.56,6,_T,-7.278
1486,FJI,2000,Y15T19,19.38,1,_T,-7.278
1487,FJI,2000,Y10T14,3.96,7,_T,-7.278
1488,FJI,2000,Y15T19,16.32,1,_T,-7.278
1489,FJI,2000,Y10T14,4.25,6,_T,-7.278
1490,FJI,2000,Y15T19,17.81,1,_T,-7.278
1491,FJI,2000,Y10T19,11.0,1,_T,-7.278
1492,FJI,2000,Y10T19,11.95,1,_T,-7.278
1493,FJI,2000,Y10T19,10.11,2,_T,-7.278
1494,FJI,2010,Y10T14,2.37,6,_T,-11.716
1495,FJI,2010,Y15T19,15.43,1,_T,-11.716
1496,FJI,2010,Y10T14,3.37,6,_T,-11.716
1497,FJI,2010,Y15T19,13.76,1,_T,-11.716
1498,FJI,2010,Y10T14,2.89,7,_T,-11.716
1499,FJI,2010,Y15T19,14.58,1,_T,-11.716
1500,FJI,2010,Y10T19,8.83,1,_T,-11.716
1501,FJI,2010,Y10T19,9.03,1,_T,-11.716
1502,FJI,2010,Y10T19,8.65,2,_T,-11.716
1503,FJI,2019,Y10T14,2.63,5,_T,-12.836
1504,FJI,2019,Y15T19,13.96,1,_T,-12.836
1505,FJI,2019,Y10T14,3.3,6,_T,-12.836
1506,FJI,2019,Y15T19,13.54,2,_T,-12.836
1507,FJI,2019,Y10T14,2.97,6,_T,-12.836
1508,FJI,2019,Y15T19,13.74,1,_T,-12.836
1509,FJI,2019,Y10T19,8.08,2,_T,-12.836
1510,FJI,2019,Y10T19,7.98,1,_T,-12.836
1511,FJI,2019,Y10T19,8.16,3,_T,-12.836
1512,FRA,2000,Y10T14,0.43,6,_T,1.754
1513,FRA,2000,Y15T19,3.21,2,_T,1.754
1514,FRA,2000,Y10T14,1.65,2,_T,1.754
1515,FRA,2000,Y15T19,6.96,2,_T,1.754
1516,FRA,2000,Y10T14,1.05,3,_T,1.754
1517,FRA,2000,Y15T19,5.12,2,_T,1.754
1518,FRA,2000,Y10T19,3.1,2,_T,1.754
1519,FRA,2000,Y10T19,1.83,2,_T,1.754
1520,FRA,2000,Y10T19,4.31,2,_T,1.754
1521,FRA,2010,Y10T14,0.87,1,_T,1.384
1522,FRA,2010,Y15T19,2.33,2,_T,1.384
1523,FRA,2010,Y10T14,1.11,3,_T,1.384
1524,FRA,2010,Y15T19,7.0,2,_T,1.384
1525,FRA,2010,Y10T14,0.99,3,_T,1.384
1526,FRA,2010,Y15T19,4.71,2,_T,1.384
1527,FRA,2010,Y10T19,2.85,2,_T,1.384
1528,FRA,2010,Y10T19,1.6,2,_T,1.384
1529,FRA,2010,Y10T19,4.04,2,_T,1.384
1530,FRA,2019,Y10T14,0.61,4,_T,0.27
1531,FRA,2019,Y15T19,1.63,2,_T,0.27
1532,FRA,2019,Y10T14,0.62,5,_T,0.27
1533,FRA,2019,Y15T19,3.95,2,_T,0.27
1534,FRA,2019,Y10T14,0.61,4,_T,0.27
1535,FRA,2019,Y15T19,2.81,2,_T,0.27
1536,FRA,2019,Y10T19,1.7,2,_T,0.27
1537,FRA,2019,Y10T19,1.11,2,_T,0.27
1538,FRA,2019,Y10T19,2.26,2,_T,0.27
1539,FSM,2000,Y10T14,4.11,5,_T,-23.751
1540,FSM,2000,Y15T19,22.77,1,_T,-23.751
1541,FSM,2000,Y10T14,6.78,4,_T,-23.751
1542,FSM,2000,Y15T19,41.97,1,_T,-23.751
1543,FSM,2000,Y10T14,5.52,4,_T,-23.751
1544,FSM,2000,Y15T19,32.58,1,_T,-23.751
1545,FSM,2000,Y10T19,18.69,1,_T,-23.751
1546,FSM,2000,Y10T19,13.35,1,_T,-23.751
1547,FSM,2000,Y10T19,23.62,1,_T,-23.751
1548,FSM,2010,Y10T14,3.58,5,_T,-16.589
1549,FSM,2010,Y15T19,20.72,1,_T,-16.589
1550,FSM,2010,Y10T14,6.0,4,_T,-16.589
1551,FSM,2010,Y15T19,38.4,1,_T,-16.589
1552,FSM,2010,Y10T14,4.82,4,_T,-16.589
1553,FSM,2010,Y15T19,29.92,1,_T,-16.589
1554,FSM,2010,Y10T19,17.02,1,_T,-16.589
1555,FSM,2010,Y10T19,11.85,1,_T,-16.589
1556,FSM,2010,Y10T19,21.85,1,_T,-16.589
1557,FSM,2019,Y10T14,3.12,5,_T,-11.453
1558,FSM,2019,Y15T19,20.65,1,_T,-11.453
1559,FSM,2019,Y10T14,5.3,3,_T,-11.453
1560,FSM,2019,Y15T19,38.85,1,_T,-11.453
1561,FSM,2019,Y10T14,4.23,3,_T,-11.453
1562,FSM,2019,Y15T19,30.03,1,_T,-11.453
1563,FSM,2019,Y10T19,17.01,1,_T,-11.453
1564,FSM,2019,Y10T19,11.74,1,_T,-11.453
1565,FSM,2019,Y10T19,22.02,1,_T,-11.453
1566,GAB,2000,Y10T14,1.53,19,_T,2.427
1567,GAB,2000,Y15T19,1.52,14,_T,2.427
1568,GAB,2000,Y10T14,6.86,8,_T,2.427
1569,GAB,2000,Y15T19,5.85,6,_T,2.427
1570,GAB,2000,Y10T14,4.22,11,_T,2.427
1571,GAB,2000,Y15T19,3.71,10,_T,2.427
1572,GAB,2000,Y10T19,3.98,12,_T,2.427
1573,GAB,2000,Y10T19,1.52,17,_T,2.427
1574,GAB,2000,Y10T19,6.39,10,_T,2.427
1575,GAB,2010,Y10T14,1.39,19,_T,10.138
1576,GAB,2010,Y15T19,1.16,14,_T,10.138
1577,GAB,2010,Y10T14,6.57,8,_T,10.138
1578,GAB,2010,Y15T19,5.19,6,_T,10.138
1579,GAB,2010,Y10T14,4.0,13,_T,10.138
1580,GAB,2010,Y15T19,3.19,10,_T,10.138
1581,GAB,2010,Y10T19,3.6,11,_T,10.138
1582,GAB,2010,Y10T19,1.28,17,_T,10.138
1583,GAB,2010,Y10T19,5.9,10,_T,10.138
1584,GAB,2019,Y10T14,0.96,17,_T,0.995
1585,GAB,2019,Y15T19,0.85,14,_T,0.995
1586,GAB,2019,Y10T14,5.78,9,_T,0.995
1587,GAB,2019,Y15T19,4.84,7,_T,0.995
1588,GAB,2019,Y10T14,3.39,12,_T,0.995
1589,GAB,2019,Y15T19,2.85,8,_T,0.995
1590,GAB,2019,Y10T19,3.14,9,_T,0.995
1591,GAB,2019,Y10T19,0.91,16,_T,0.995
1592,GAB,2019,Y10T19,5.35,9,_T,0.995
1593,GBR,2000,Y10T14,0.23,10,_T,2.743
1594,GBR,2000,Y15T19,2.83,2,_T,2.743
1595,GBR,2000,Y10T14,0.27,16,_T,2.743
1596,GBR,2000,Y15T19,6.52,2,_T,2.743
1597,GBR,2000,Y10T14,0.25,12,_T,2.743
1598,GBR,2000,Y15T19,4.71,2,_T,2.743
1599,GBR,2000,Y10T19,2.41,2,_T,2.743
1600,GBR,2000,Y10T19,1.49,2,_T,2.743
1601,GBR,2000,Y10T19,3.28,2,_T,2.743
1602,GBR,2010,Y10T14,0.18,12,_T,4.497
1603,GBR,2010,Y15T19,2.25,2,_T,4.497
1604,GBR,2010,Y10T14,0.06,24,_T,4.497
1605,GBR,2010,Y15T19,4.8,2,_T,4.497
1606,GBR,2010,Y10T14,0.12,13,_T,4.497
1607,GBR,2010,Y15T19,3.55,2,_T,4.497
1608,GBR,2010,Y10T19,1.91,2,_T,4.497
1609,GBR,2010,Y10T19,1.26,2,_T,4.497
1610,GBR,2010,Y10T19,2.52,2,_T,4.497
1611,GBR,2019,Y10T14,0.27,7,_T,3.318
1612,GBR,2019,Y15T19,1.91,1,_T,3.318
1613,GBR,2019,Y10T14,0.24,10,_T,3.318
1614,GBR,2019,Y15T19,4.78,1,_T,3.318
1615,GBR,2019,Y10T14,0.25,10,_T,3.318
1616,GBR,2019,Y15T19,3.38,1,_T,3.318
1617,GBR,2019,Y10T19,1.77,2,_T,3.318
1618,GBR,2019,Y10T19,1.07,2,_T,3.318
1619,GBR,2019,Y10T19,2.45,2,_T,3.318
1620,GEO,2000,Y10T14,0.29,13,_T,-31.174
1621,GEO,2000,Y15T19,1.75,7,_T,-31.174
1622,GEO,2000,Y10T14,0.59,13,_T,-31.174
1623,GEO,2000,Y15T19,4.17,4,_T,-31.174
1624,GEO,2000,Y10T14,0.44,14,_T,-31.174
1625,GEO,2000,Y15T19,3.0,6,_T,-31.174
1626,GEO,2000,Y10T19,1.72,7,_T,-31.174
1627,GEO,2000,Y10T19,1.02,8,_T,-31.174
1628,GEO,2000,Y10T19,2.37,6,_T,-31.174
1629,GEO,2010,Y10T14,0.43,14,_T,-6.407
1630,GEO,2010,Y15T19,1.53,6,_T,-6.407
1631,GEO,2010,Y10T14,0.68,12,_T,-6.407
1632,GEO,2010,Y15T19,6.91,3,_T,-6.407
1633,GEO,2010,Y10T14,0.57,13,_T,-6.407
1634,GEO,2010,Y15T19,4.31,3,_T,-6.407
1635,GEO,2010,Y10T19,2.61,3,_T,-6.407
1636,GEO,2010,Y10T19,1.04,7,_T,-6.407
1637,GEO,2010,Y10T19,4.04,3,_T,-6.407
1638,GEO,2019,Y10T14,0.39,11,_T,-1.435
1639,GEO,2019,Y15T19,1.79,3,_T,-1.435
1640,GEO,2019,Y10T14,0.98,7,_T,-1.435
1641,GEO,2019,Y15T19,9.72,2,_T,-1.435
1642,GEO,2019,Y10T14,0.7,9,_T,-1.435
1643,GEO,2019,Y15T19,6.0,2,_T,-1.435
1644,GEO,2019,Y10T19,3.19,2,_T,-1.435
1645,GEO,2019,Y10T19,1.05,6,_T,-1.435
1646,GEO,2019,Y10T19,5.1,2,_T,-1.435
1647,GHA,2000,Y10T14,0.98,19,_T,-0.214
1648,GHA,2000,Y15T19,1.17,16,_T,-0.214
1649,GHA,2000,Y10T14,2.42,16,_T,-0.214
1650,GHA,2000,Y15T19,3.65,11,_T,-0.214
1651,GHA,2000,Y10T14,1.71,17,_T,-0.214
1652,GHA,2000,Y15T19,2.43,12,_T,-0.214
1653,GHA,2000,Y10T19,2.04,15,_T,-0.214
1654,GHA,2000,Y10T19,1.06,18,_T,-0.214
1655,GHA,2000,Y10T19,2.98,12,_T,-0.214
1656,GHA,2010,Y10T14,0.76,18,_T,-0.146
1657,GHA,2010,Y15T19,1.11,15,_T,-0.146
1658,GHA,2010,Y10T14,2.96,10,_T,-0.146
1659,GHA,2010,Y15T19,4.85,10,_T,-0.146
1660,GHA,2010,Y10T14,1.89,12,_T,-0.146
1661,GHA,2010,Y15T19,3.02,12,_T,-0.146
1662,GHA,2010,Y10T19,2.42,12,_T,-0.146
1663,GHA,2010,Y10T19,0.93,16,_T,-0.146
1664,GHA,2010,Y10T19,3.85,10,_T,-0.146
1665,GHA,2019,Y10T14,0.57,18,_T,-0.693
1666,GHA,2019,Y15T19,0.74,15,_T,-0.693
1667,GHA,2019,Y10T14,2.65,10,_T,-0.693
1668,GHA,2019,Y15T19,3.81,10,_T,-0.693
1669,GHA,2019,Y10T14,1.63,12,_T,-0.693
1670,GHA,2019,Y15T19,2.31,12,_T,-0.693
1671,GHA,2019,Y10T19,1.95,11,_T,-0.693
1672,GHA,2019,Y10T19,0.65,17,_T,-0.693
1673,GHA,2019,Y10T19,3.2,10,_T,-0.693
1674,GIN,2000,Y10T14,1.98,21,_T,-9.259
1675,GIN,2000,Y15T19,1.95,14,_T,-9.259
1676,GIN,2000,Y10T14,4.19,12,_T,-9.259
1677,GIN,2000,Y15T19,3.98,12,_T,-9.259
1678,GIN,2000,Y10T14,3.09,18,_T,-9.259
1679,GIN,2000,Y15T19,2.96,14,_T,-9.259
1680,GIN,2000,Y10T19,3.03,16,_T,-9.259
1681,GIN,2000,Y10T19,1.97,21,_T,-9.259
1682,GIN,2000,Y10T19,4.1,12,_T,-9.259
1683,GIN,2010,Y10T14,1.69,17,_T,-3.047
1684,GIN,2010,Y15T19,2.26,12,_T,-3.047
1685,GIN,2010,Y10T14,4.26,9,_T,-3.047
1686,GIN,2010,Y15T19,5.54,8,_T,-3.047
1687,GIN,2010,Y10T14,2.99,13,_T,-3.047
1688,GIN,2010,Y15T19,3.91,10,_T,-3.047
1689,GIN,2010,Y10T19,3.41,10,_T,-3.047
1690,GIN,2010,Y10T19,1.95,18,_T,-3.047
1691,GIN,2010,Y10T19,4.84,9,_T,-3.047
1692,GIN,2019,Y10T14,1.38,17,_T,-0.252
1693,GIN,2019,Y15T19,2.61,12,_T,-0.252
1694,GIN,2019,Y10T14,3.41,11,_T,-0.252
1695,GIN,2019,Y15T19,5.42,9,_T,-0.252
1696,GIN,2019,Y10T14,2.4,13,_T,-0.252
1697,GIN,2019,Y15T19,4.03,11,_T,-0.252
1698,GIN,2019,Y10T19,3.17,11,_T,-0.252
1699,GIN,2019,Y10T19,1.96,15,_T,-0.252
1700,GIN,2019,Y10T19,4.36,10,_T,-0.252
1701,GMB,2000,Y10T14,1.8,16,_T,-2.553
1702,GMB,2000,Y15T19,1.68,11,_T,-2.553
1703,GMB,2000,Y10T14,3.82,10,_T,-2.553
1704,GMB,2000,Y15T19,3.35,9,_T,-2.553
1705,GMB,2000,Y10T14,2.82,12,_T,-2.553
1706,GMB,2000,Y15T19,2.51,11,_T,-2.553
1707,GMB,2000,Y10T19,2.68,12,_T,-2.553
1708,GMB,2000,Y10T19,1.75,16,_T,-2.553
1709,GMB,2000,Y10T19,3.61,9,_T,-2.553
1710,GMB,2010,Y10T14,1.33,15,_T,-1.271
1711,GMB,2010,Y15T19,1.75,12,_T,-1.271
1712,GMB,2010,Y10T14,2.83,11,_T,-1.271
1713,GMB,2010,Y15T19,3.57,9,_T,-1.271
1714,GMB,2010,Y10T14,2.08,12,_T,-1.271
1715,GMB,2010,Y15T19,2.66,11,_T,-1.271
1716,GMB,2010,Y10T19,2.36,11,_T,-1.271
1717,GMB,2010,Y10T19,1.53,15,_T,-1.271
1718,GMB,2010,Y10T19,3.18,10,_T,-1.271
1719,GMB,2019,Y10T14,0.87,15,_T,-1.667
1720,GMB,2019,Y15T19,1.23,12,_T,-1.667
1721,GMB,2019,Y10T14,1.91,12,_T,-1.667
1722,GMB,2019,Y15T19,3.85,10,_T,-1.667
1723,GMB,2019,Y10T14,1.4,14,_T,-1.667
1724,GMB,2019,Y15T19,2.54,11,_T,-1.667
1725,GMB,2019,Y10T19,1.93,11,_T,-1.667
1726,GMB,2019,Y10T19,1.03,15,_T,-1.667
1727,GMB,2019,Y10T19,2.81,10,_T,-1.667
