,REF_AREA,TIME_PERIOD,AGE_x,SMR,RANK,AGE_y,NMR
0,AFG,2000,Y10T14,0.11,40,_T,-50.229
1,AFG,2000,Y15T19,3.59,10,_T,-50.229
2,AFG,2000,Y10T14,0.73,21,_T,-50.229
3,AFG,2000,Y15T19,6.61,8,_T,-50.229
4,AFG,2000,Y10T14,0.43,28,_T,-50.229
5,AFG,2000,Y15T19,5.17,10,_T,-50.229
6,AFG,2000,Y10T19,2.56,11,_T,-50.229
7,AFG,2000,Y10T19,1.66,18,_T,-50.229
8,AFG,2000,Y10T19,3.38,9,_T,-50.229
9,AFG,2010,Y10T14,0.14,40,_T,-5.001
10,AFG,2010,Y15T19,2.7,9,_T,-5.001
11,AFG,2010,Y10T14,0.81,22,_T,-5.001
12,AFG,2010,Y15T19,5.08,8,_T,-5.001
13,AFG,2010,Y10T14,0.48,30,_T,-5.001
14,AFG,2010,Y15T19,3.93,10,_T,-5.001
15,AFG,2010,Y10T19,1.99,11,_T,-5.001
16,AFG,2010,Y10T19,1.25,19,_T,-5.001
17,AFG,2010,Y10T19,2.68,9,_T,-5.001
18,AFG,2019,Y10T14,0.06,39,_T,-0.214
19,AFG,2019,Y15T19,2.02,10,_T,-0.214
20,AFG,2019,Y10T14,0.34,21,_T,-0.214
21,AFG,2019,Y15T19,4.48,8,_T,-0.214
22,AFG,2019,Y10T14,0.2,28,_T,-0.214
23,AFG,2019,Y15T19,3.28,10,_T,-0.214
24,AFG,2019,Y10T19,1.65,10,_T,-0.214
25,AFG,2019,Y10T19,0.98,13,_T,-0.214
26,AFG,2019,Y10T19,2.28,9,_T,-0.214
27,AGO,2000,Y10T14,2.16,18,_T,3.27
28,AGO,2000,Y15T19,1.87,14,_T,3.27
29,AGO,2000,Y10T14,7.99,9,_T,3.27
30,AGO,2000,Y15T19,6.01,9,_T,3.27
31,AGO,2000,Y10T14,5.06,11,_T,3.27
32,AGO,2000,Y15T19,3.93,11,_T,3.27
33,AGO,2000,Y10T19,4.55,13,_T,3.27
34,AGO,2000,Y10T19,2.03,19,_T,3.27
35,AGO,2000,Y10T19,7.1,11,_T,3.27
36,AGO,2010,Y10T14,2.01,17,_T,3.859
37,AGO,2010,Y15T19,1.63,11,_T,3.859
38,AGO,2010,Y10T14,6.77,7,_T,3.859
39,AGO,2010,Y15T19,5.05,7,_T,3.859
40,AGO,2010,Y10T14,4.37,11,_T,3.859
41,AGO,2010,Y15T19,3.33,10,_T,3.859
42,AGO,2010,Y10T19,3.89,11,_T,3.859
43,AGO,2010,Y10T19,1.84,17,_T,3.859
44,AGO,2010,Y10T19,5.98,8,_T,3.859
45,AGO,2019,Y10T14,1.18,18,_T,1.824
46,AGO,2019,Y15T19,1.19,11,_T,1.824
47,AGO,2019,Y10T14,4.51,7,_T,1.824
48,AGO,2019,Y15T19,4.4,8,_T,1.824
49,AGO,2019,Y10T14,2.84,11,_T,1.824
50,AGO,2019,Y15T19,2.78,10,_T,1.824
51,AGO,2019,Y10T19,2.81,10,_T,1.824
52,AGO,2019,Y10T19,1.19,15,_T,1.824
53,AGO,2019,Y10T19,4.46,9,_T,1.824
54,ALB,2000,Y10T14,0.83,9,_T,-19.799
55,ALB,2000,Y15T19,6.2,1,_T,-19.799
56,ALB,2000,Y10T14,1.26,10,_T,-19.799
57,ALB,2000,Y15T19,7.09,4,_T,-19.799
58,ALB,2000,Y10T14,1.05,9,_T,-19.799
59,ALB,2000,Y15T19,6.64,2,_T,-19.799
60,ALB,2000,Y10T19,3.62,3,_T,-19.799
61,ALB,2000,Y10T19,3.34,2,_T,-19.799
62,ALB,2000,Y10T19,3.9,5,_T,-19.799
63,ALB,2010,Y10T14,1.36,6,_T,-10.017
64,ALB,2010,Y15T19,14.35,1,_T,-10.017
65,ALB,2010,Y10T14,1.48,6,_T,-10.017
66,ALB,2010,Y15T19,7.97,2,_T,-10.017
67,ALB,2010,Y10T14,1.42,7,_T,-10.017
68,ALB,2010,Y15T19,10.99,2,_T,-10.017
69,ALB,2010,Y10T19,6.3,2,_T,-10.017
70,ALB,2010,Y10T19,7.95,1,_T,-10.017
71,ALB,2010,Y10T19,4.8,2,_T,-10.017
72,ALB,2019,Y10T14,0.84,8,_T,-3.088
73,ALB,2019,Y15T19,8.59,1,_T,-3.088
74,ALB,2019,Y10T14,1.06,7,_T,-3.088
75,ALB,2019,Y15T19,3.63,3,_T,-3.088
76,ALB,2019,Y10T14,0.96,8,_T,-3.088
77,ALB,2019,Y15T19,5.97,2,_T,-3.088
78,ALB,2019,Y10T19,3.73,2,_T,-3.088
79,ALB,2019,Y10T19,5.17,2,_T,-3.088
80,ALB,2019,Y10T19,2.47,2,_T,-3.088
81,ARE,2000,Y10T14,0.18,20,_T,41.058
82,ARE,2000,Y15T19,1.77,8,_T,41.058
83,ARE,2000,Y10T14,0.39,18,_T,41.058
84,ARE,2000,Y15T19,5.33,3,_T,41.058
85,ARE,2000,Y10T14,0.29,18,_T,41.058
86,ARE,2000,Y15T19,3.7,3,_T,41.058
87,ARE,2000,Y10T19,1.79,5,_T,41.058
88,ARE,2000,Y10T19,0.87,12,_T,41.058
89,ARE,2000,Y10T19,2.59,4,_T,41.058
90,ARE,2010,Y10T14,0.13,21,_T,-1.616
91,ARE,2010,Y15T19,1.29,7,_T,-1.616
92,ARE,2010,Y10T14,0.29,18,_T,-1.616
93,ARE,2010,Y15T19,3.92,3,_T,-1.616
94,ARE,2010,Y10T14,0.21,19,_T,-1.616
95,ARE,2010,Y15T19,2.66,3,_T,-1.616
96,ARE,2010,Y10T19,1.44,6,_T,-1.616
97,ARE,2010,Y10T19,0.71,10,_T,-1.616
98,ARE,2010,Y10T19,2.12,4,_T,-1.616
99,ARE,2019,Y10T14,0.13,20,_T,-0.485
100,ARE,2019,Y15T19,1.13,8,_T,-0.485
101,ARE,2019,Y10T14,0.28,18,_T,-0.485
102,ARE,2019,Y15T19,3.82,4,_T,-0.485
103,ARE,2019,Y10T14,0.21,20,_T,-0.485
104,ARE,2019,Y15T19,2.57,4,_T,-0.485
105,ARE,2019,Y10T19,1.35,7,_T,-0.485
106,ARE,2019,Y10T19,0.59,11,_T,-0.485
107,ARE,2019,Y10T19,2.04,6,_T,-0.485
108,ARG,2000,Y10T14,1.36,4,_T,-0.614
109,ARG,2000,Y15T19,4.49,2,_T,-0.614
110,ARG,2000,Y10T14,1.15,6,_T,-0.614
111,ARG,2000,Y15T19,14.88,3,_T,-0.614
112,ARG,2000,Y10T14,1.25,6,_T,-0.614
113,ARG,2000,Y15T19,9.7,3,_T,-0.614
114,ARG,2000,Y10T19,5.37,3,_T,-0.614
115,ARG,2000,Y10T19,2.89,2,_T,-0.614
116,ARG,2000,Y10T19,7.81,3,_T,-0.614
117,ARG,2010,Y10T14,1.28,3,_T,-0.121
118,ARG,2010,Y15T19,5.38,2,_T,-0.121
119,ARG,2010,Y10T14,1.99,3,_T,-0.121
120,ARG,2010,Y15T19,18.14,2,_T,-0.121
121,ARG,2010,Y10T14,1.64,3,_T,-0.121
122,ARG,2010,Y15T19,11.85,2,_T,-0.121
123,ARG,2010,Y10T19,6.78,2,_T,-0.121
124,ARG,2010,Y10T19,3.35,2,_T,-0.121
125,ARG,2010,Y10T19,10.11,2,_T,-0.121
126,ARG,2019,Y10T14,1.66,2,_T,0.1
127,ARG,2019,Y15T19,6.64,2,_T,0.1
128,ARG,2019,Y10T14,1.77,2,_T,0.1
129,ARG,2019,Y15T19,13.06,3,_T,0.1
130,ARG,2019,Y10T14,1.72,2,_T,0.1
131,ARG,2019,Y15T19,9.9,2,_T,0.1
132,ARG,2019,Y10T19,5.78,2,_T,0.1
133,ARG,2019,Y10T19,4.13,2,_T,0.1
134,ARG,2019,Y10T19,7.37,3,_T,0.1
135,ARM,2000,Y10T14,0.0,130,_T,-16.244
136,ARM,2000,Y15T19,0.0,130,_T,-16.244
137,ARM,2000,Y10T14,0.0,130,_T,-16.244
138,ARM,2000,Y15T19,1.58,7,_T,-16.244
139,ARM,2000,Y10T14,0.0,130,_T,-16.244
140,ARM,2000,Y15T19,0.78,10,_T,-16.244
141,ARM,2000,Y10T19,0.37,15,_T,-16.244
142,ARM,2000,Y10T19,0.0,130,_T,-16.244
143,ARM,2000,Y10T19,0.73,13,_T,-16.244
144,ARM,2010,Y10T14,1.64,1,_T,-10.801
145,ARM,2010,Y15T19,4.38,1,_T,-10.801
146,ARM,2010,Y10T14,2.05,3,_T,-10.801
147,ARM,2010,Y15T19,7.99,3,_T,-10.801
148,ARM,2010,Y10T14,1.86,1,_T,-10.801
149,ARM,2010,Y15T19,6.17,2,_T,-10.801
150,ARM,2010,Y10T19,4.32,2,_T,-10.801
151,ARM,2010,Y10T19,3.26,1,_T,-10.801
152,ARM,2010,Y10T19,5.34,2,_T,-10.801
153,ARM,2019,Y10T14,0.34,11,_T,-8.953
154,ARM,2019,Y15T19,1.66,2,_T,-8.953
155,ARM,2019,Y10T14,0.0,130,_T,-8.953
156,ARM,2019,Y15T19,0.46,19,_T,-8.953
157,ARM,2019,Y10T14,0.16,15,_T,-8.953
158,ARM,2019,Y15T19,1.01,5,_T,-8.953
159,ARM,2019,Y10T19,0.56,8,_T,-8.953
160,ARM,2019,Y10T19,0.95,3,_T,-8.953
161,ARM,2019,Y10T19,0.21,21,_T,-8.953
162,ATG,2000,Y10T14,0.0,130,_T,3.614
163,ATG,2000,Y15T19,0.0,130,_T,3.614
164,ATG,2000,Y10T14,0.0,130,_T,3.614
165,ATG,2000,Y15T19,0.0,130,_T,3.614
166,ATG,2000,Y10T14,0.0,130,_T,3.614
167,ATG,2000,Y15T19,0.0,130,_T,3.614
168,ATG,2000,Y10T19,0.0,130,_T,3.614
169,ATG,2000,Y10T19,0.0,130,_T,3.614
170,ATG,2000,Y10T19,0.0,130,_T,3.614
171,ATG,2010,Y10T14,0.0,130,_T,3.451
172,ATG,2010,Y15T19,0.0,130,_T,3.451
173,ATG,2010,Y10T14,0.0,130,_T,3.451
174,ATG,2010,Y15T19,0.0,130,_T,3.451
175,ATG,2010,Y10T14,0.0,130,_T,3.451
176,ATG,2010,Y15T19,0.0,130,_T,3.451
177,ATG,2010,Y10T19,0.0,130,_T,3.451
178,ATG,2010,Y10T19,0.0,130,_T,3.451
179,ATG,2010,Y10T19,0.0,130,_T,3.451
180,ATG,2019,Y10T14,0.0,130,_T,0.0
181,ATG,2019,Y15T19,0.0,130,_T,0.0
182,ATG,2019,Y10T14,0.0,130,_T,0.0
183,ATG,2019,Y15T19,0.0,130,_T,0.0
184,ATG,2019,Y10T14,0.0,130,_T,0.0
185,ATG,2019,Y15T19,0.0,130,_T,0.0
186,ATG,2019,Y10T19,0.0,130,_T,0.0
187,ATG,2019,Y10T19,0.0,130,_T,0.0
188,ATG,2019,Y10T19,0.0,130,_T,0.0
189,AUS,2000,Y10T14,0.16,18,_T,5.768
190,AUS,2000,Y15T19,5.9,2,_T,5.768
191,AUS,2000,Y10T14,1.12,2,_T,5.768
192,AUS,2000,Y15T19,11.94,2,_T,5.768
193,AUS,2000,Y10T14,0.65,5,_T,5.768
194,AUS,2000,Y15T19,9.0,2,_T,5.768
195,AUS,2000,Y10T19,4.78,2,_T,5.768
196,AUS,2000,Y10T19,3.01,2,_T,5.768
197,AUS,2000,Y10T19,6.45,2,_T,5.768
198,AUS,2010,Y10T14,0.71,2,_T,7.605
199,AUS,2010,Y15T19,3.76,2,_T,7.605
200,AUS,2010,Y10T14,0.99,3,_T,7.605
201,AUS,2010,Y15T19,11.79,2,_T,7.605
202,AUS,2010,Y10T14,0.85,2,_T,7.605
203,AUS,2010,Y15T19,7.94,2,_T,7.605
204,AUS,2010,Y10T19,4.51,2,_T,7.605
205,AUS,2010,Y10T19,2.28,2,_T,7.605
206,AUS,2010,Y10T19,6.58,2,_T,7.605
207,AUS,2019,Y10T14,1.08,1,_T,9.345
208,AUS,2019,Y15T19,5.94,1,_T,9.345
209,AUS,2019,Y10T14,1.49,1,_T,9.345
210,AUS,2019,Y15T19,14.31,1,_T,9.345
211,AUS,2019,Y10T14,1.29,1,_T,9.345
212,AUS,2019,Y15T19,10.22,1,_T,9.345
213,AUS,2019,Y10T19,5.64,1,_T,9.345
214,AUS,2019,Y10T19,3.45,1,_T,9.345
215,AUS,2019,Y10T19,7.73,1,_T,9.345
216,AUT,2000,Y10T14,1.68,2,_T,2.191
217,AUT,2000,Y15T19,5.18,2,_T,2.191
218,AUT,2000,Y10T14,1.62,3,_T,2.191
219,AUT,2000,Y15T19,17.24,2,_T,2.191
220,AUT,2000,Y10T14,1.65,3,_T,2.191
221,AUT,2000,Y15T19,11.35,2,_T,2.191
222,AUT,2000,Y10T19,6.58,2,_T,2.191
223,AUT,2000,Y10T19,3.46,2,_T,2.191
224,AUT,2000,Y10T19,9.54,2,_T,2.191
225,AUT,2010,Y10T14,0.52,4,_T,2.728
226,AUT,2010,Y15T19,3.9,2,_T,2.728
227,AUT,2010,Y10T14,1.19,2,_T,2.728
228,AUT,2010,Y15T19,10.83,2,_T,2.728
229,AUT,2010,Y10T14,0.86,2,_T,2.728
230,AUT,2010,Y15T19,7.45,2,_T,2.728
231,AUT,2010,Y10T19,4.38,2,_T,2.728
232,AUT,2010,Y10T19,2.33,2,_T,2.728
233,AUT,2010,Y10T19,6.33,2,_T,2.728
234,AUT,2019,Y10T14,0.0,130,_T,4.64
235,AUT,2019,Y15T19,2.43,1,_T,4.64
236,AUT,2019,Y10T14,0.44,10,_T,4.64
237,AUT,2019,Y15T19,10.21,2,_T,4.64
238,AUT,2019,Y10T14,0.23,16,_T,4.64
239,AUT,2019,Y15T19,6.44,2,_T,4.64
240,AUT,2019,Y10T19,3.45,2,_T,4.64
241,AUT,2019,Y10T19,1.26,1,_T,4.64
242,AUT,2019,Y10T19,5.5,2,_T,4.64
243,AZE,2000,Y10T14,0.18,29,_T,1.948
244,AZE,2000,Y15T19,0.94,16,_T,1.948
245,AZE,2000,Y10T14,0.77,17,_T,1.948
246,AZE,2000,Y15T19,4.0,6,_T,1.948
247,AZE,2000,Y10T14,0.48,20,_T,1.948
248,AZE,2000,Y15T19,2.48,10,_T,1.948
249,AZE,2000,Y10T19,1.4,12,_T,1.948
250,AZE,2000,Y10T19,0.53,19,_T,1.948
251,AZE,2000,Y10T19,2.25,8,_T,1.948
252,AZE,2010,Y10T14,0.22,24,_T,0.15
253,AZE,2010,Y15T19,1.44,9,_T,0.15
254,AZE,2010,Y10T14,0.87,11,_T,0.15
255,AZE,2010,Y15T19,5.12,4,_T,0.15
256,AZE,2010,Y10T14,0.56,17,_T,0.15
257,AZE,2010,Y15T19,3.31,5,_T,0.15
258,AZE,2010,Y10T19,2.08,7,_T,0.15
259,AZE,2010,Y10T19,0.91,13,_T,0.15
260,AZE,2010,Y10T19,3.18,5,_T,0.15
261,AZE,2019,Y10T14,0.2,22,_T,0.038
262,AZE,2019,Y15T19,1.25,10,_T,0.038
263,AZE,2019,Y10T14,0.72,13,_T,0.038
264,AZE,2019,Y15T19,4.41,5,_T,0.038
265,AZE,2019,Y10T14,0.48,17,_T,0.038
266,AZE,2019,Y15T19,2.94,6,_T,0.038
267,AZE,2019,Y10T19,1.68,7,_T,0.038
268,AZE,2019,Y10T19,0.71,14,_T,0.038
269,AZE,2019,Y10T19,2.52,6,_T,0.038
270,BDI,2000,Y10T14,4.16,15,_T,-6.338
271,BDI,2000,Y15T19,2.95,12,_T,-6.338
272,BDI,2000,Y10T14,10.47,12,_T,-6.338
273,BDI,2000,Y15T19,10.19,10,_T,-6.338
274,BDI,2000,Y10T14,7.3,12,_T,-6.338
275,BDI,2000,Y15T19,6.56,11,_T,-6.338
276,BDI,2000,Y10T19,6.98,12,_T,-6.338
277,BDI,2000,Y10T19,3.63,16,_T,-6.338
278,BDI,2000,Y10T19,10.35,11,_T,-6.338
279,BDI,2010,Y10T14,2.43,13,_T,1.298
280,BDI,2010,Y15T19,3.52,10,_T,1.298
281,BDI,2010,Y10T14,5.47,10,_T,1.298
282,BDI,2010,Y15T19,6.37,8,_T,1.298
283,BDI,2010,Y10T14,3.95,12,_T,1.298
284,BDI,2010,Y15T19,4.94,10,_T,1.298
285,BDI,2010,Y10T19,4.44,11,_T,1.298
286,BDI,2010,Y10T19,2.97,11,_T,1.298
287,BDI,2010,Y10T19,5.91,10,_T,1.298
288,BDI,2019,Y10T14,2.55,13,_T,1.2
289,BDI,2019,Y15T19,2.41,10,_T,1.2
290,BDI,2019,Y10T14,5.68,8,_T,1.2
291,BDI,2019,Y15T19,4.87,8,_T,1.2
292,BDI,2019,Y10T14,4.12,10,_T,1.2
293,BDI,2019,Y15T19,3.64,10,_T,1.2
294,BDI,2019,Y10T19,3.9,9,_T,1.2
295,BDI,2019,Y10T19,2.49,11,_T,1.2
296,BDI,2019,Y10T19,5.32,9,_T,1.2
297,BEL,2000,Y10T14,0.34,10,_T,3.148
298,BEL,2000,Y15T19,4.6,2,_T,3.148
299,BEL,2000,Y10T14,1.27,4,_T,3.148
300,BEL,2000,Y15T19,15.38,2,_T,3.148
301,BEL,2000,Y10T14,0.82,5,_T,3.148
302,BEL,2000,Y15T19,10.13,2,_T,3.148
303,BEL,2000,Y10T19,5.46,2,_T,3.148
304,BEL,2000,Y10T19,2.47,2,_T,3.148
305,BEL,2000,Y10T19,8.31,2,_T,3.148
306,BEL,2010,Y10T14,0.77,4,_T,5.033
307,BEL,2010,Y15T19,3.92,2,_T,5.033
308,BEL,2010,Y10T14,2.22,1,_T,5.033
309,BEL,2010,Y15T19,8.96,2,_T,5.033
310,BEL,2010,Y10T14,1.51,2,_T,5.033
311,BEL,2010,Y15T19,6.49,2,_T,5.033
312,BEL,2010,Y10T19,4.09,2,_T,5.033
313,BEL,2010,Y10T19,2.4,2,_T,5.033
314,BEL,2010,Y10T19,5.71,2,_T,5.033
315,BEL,2019,Y10T14,0.39,3,_T,4.737
316,BEL,2019,Y15T19,2.99,2,_T,4.737
317,BEL,2019,Y10T14,0.97,1,_T,4.737
318,BEL,2019,Y15T19,6.63,2,_T,4.737
319,BEL,2019,Y10T14,0.69,2,_T,4.737
320,BEL,2019,Y15T19,4.86,2,_T,4.737
321,BEL,2019,Y10T19,2.73,2,_T,4.737
322,BEL,2019,Y10T19,1.67,2,_T,4.737
323,BEL,2019,Y10T19,3.74,2,_T,4.737
324,BEN,2000,Y10T14,2.18,15,_T,0.477
325,BEN,2000,Y15T19,2.76,10,_T,0.477
326,BEN,2000,Y10T14,6.83,7,_T,0.477
327,BEN,2000,Y15T19,7.59,8,_T,0.477
328,BEN,2000,Y10T14,4.53,9,_T,0.477
329,BEN,2000,Y15T19,5.19,10,_T,0.477
330,BEN,2000,Y10T19,4.83,9,_T,0.477
331,BEN,2000,Y10T19,2.45,13,_T,0.477
332,BEN,2000,Y10T19,7.18,7,_T,0.477
333,BEN,2010,Y10T14,1.89,15,_T,0.418
334,BEN,2010,Y15T19,2.87,12,_T,0.418
335,BEN,2010,Y10T14,5.84,8,_T,0.418
336,BEN,2010,Y15T19,7.4,7,_T,0.418
337,BEN,2010,Y10T14,3.89,11,_T,0.418
338,BEN,2010,Y15T19,5.16,9,_T,0.418
339,BEN,2010,Y10T19,4.48,8,_T,0.418
340,BEN,2010,Y10T19,2.34,12,_T,0.418
341,BEN,2010,Y10T19,6.56,8,_T,0.418
342,BEN,2019,Y10T14,1.77,13,_T,0.274
343,BEN,2019,Y15T19,2.59,12,_T,0.274
344,BEN,2019,Y10T14,5.3,8,_T,0.274
345,BEN,2019,Y15T19,6.42,8,_T,0.274
346,BEN,2019,Y10T14,3.56,10,_T,0.274
347,BEN,2019,Y15T19,4.53,9,_T,0.274
348,BEN,2019,Y10T19,4.01,7,_T,0.274
349,BEN,2019,Y10T19,2.15,12,_T,0.274
350,BEN,2019,Y10T19,5.82,8,_T,0.274
351,BFA,2000,Y10T14,1.83,16,_T,0.327
352,BFA,2000,Y15T19,3.13,11,_T,0.327
353,BFA,2000,Y10T14,4.87,7,_T,0.327
354,BFA,2000,Y15T19,6.98,9,_T,0.327
355,BFA,2000,Y10T14,3.37,12,_T,0.327
356,BFA,2000,Y15T19,5.08,10,_T,0.327
357,BFA,2000,Y10T19,4.16,11,_T,0.327
358,BFA,2000,Y10T19,2.43,15,_T,0.327
359,BFA,2000,Y10T19,5.85,8,_T,0.327
360,BFA,2010,Y10T14,1.61,14,_T,-2.61
361,BFA,2010,Y15T19,3.09,11,_T,-2.61
362,BFA,2010,Y10T14,4.6,7,_T,-2.61
363,BFA,2010,Y15T19,6.68,9,_T,-2.61
364,BFA,2010,Y10T14,3.13,9,_T,-2.61
365,BFA,2010,Y15T19,4.91,10,_T,-2.61
366,BFA,2010,Y10T19,3.95,9,_T,-2.61
367,BFA,2010,Y10T19,2.29,13,_T,-2.61
368,BFA,2010,Y10T19,5.55,8,_T,-2.61
369,BFA,2019,Y10T14,1.53,15,_T,-1.206
370,BFA,2019,Y15T19,2.66,11,_T,-1.206
371,BFA,2019,Y10T14,4.18,7,_T,-1.206
372,BFA,2019,Y15T19,5.92,9,_T,-1.206
373,BFA,2019,Y10T14,2.88,8,_T,-1.206
374,BFA,2019,Y15T19,4.32,11,_T,-1.206
375,BFA,2019,Y10T19,3.54,8,_T,-1.206
376,BFA,2019,Y10T19,2.05,14,_T,-1.206
377,BFA,2019,Y10T19,4.98,8,_T,-1.206
378,BGD,2000,Y10T14,1.5,12,_T,-3.282
379,BGD,2000,Y15T19,9.44,4,_T,-3.282
380,BGD,2000,Y10T14,5.53,5,_T,-3.282
381,BGD,2000,Y15T19,12.27,3,_T,-3.282
382,BGD,2000,Y10T14,3.55,7,_T,-3.282
383,BGD,2000,Y15T19,10.89,5,_T,-3.282
384,BGD,2000,Y10T19,7.09,4,_T,-3.282
385,BGD,2000,Y10T19,5.32,4,_T,-3.282
386,BGD,2000,Y10T19,8.78,5,_T,-3.282
387,BGD,2010,Y10T14,1.01,12,_T,-3.111
388,BGD,2010,Y15T19,6.6,4,_T,-3.111
389,BGD,2010,Y10T14,4.06,6,_T,-3.111
390,BGD,2010,Y15T19,6.54,4,_T,-3.111
391,BGD,2010,Y10T14,2.56,7,_T,-3.111
392,BGD,2010,Y15T19,6.57,4,_T,-3.111
393,BGD,2010,Y10T19,4.52,5,_T,-3.111
394,BGD,2010,Y10T19,3.74,5,_T,-3.111
395,BGD,2010,Y10T19,5.27,5,_T,-3.111
396,BGD,2019,Y10T14,0.7,14,_T,-2.076
397,BGD,2019,Y15T19,3.55,5,_T,-2.076
398,BGD,2019,Y10T14,3.05,5,_T,-2.076
399,BGD,2019,Y15T19,4.81,4,_T,-2.076
400,BGD,2019,Y10T14,1.9,7,_T,-2.076
401,BGD,2019,Y15T19,4.2,4,_T,-2.076
402,BGD,2019,Y10T19,3.06,5,_T,-2.076
403,BGD,2019,Y10T19,2.14,7,_T,-2.076
404,BGD,2019,Y10T19,3.94,5,_T,-2.076
405,BGR,2000,Y10T14,1.06,5,_T,-1.394
406,BGR,2000,Y15T19,3.91,2,_T,-1.394
407,BGR,2000,Y10T14,2.46,3,_T,-1.394
408,BGR,2000,Y15T19,7.31,2,_T,-1.394
409,BGR,2000,Y10T14,1.77,4,_T,-1.394
410,BGR,2000,Y15T19,5.66,2,_T,-1.394
411,BGR,2000,Y10T19,3.76,2,_T,-1.394
412,BGR,2000,Y10T19,2.51,2,_T,-1.394
413,BGR,2000,Y10T19,4.94,3,_T,-1.394
414,BGR,2010,Y10T14,0.0,130,_T,-1.144
415,BGR,2010,Y15T19,1.49,6,_T,-1.144
416,BGR,2010,Y10T14,0.65,13,_T,-1.144
417,BGR,2010,Y15T19,4.09,2,_T,-1.144
418,BGR,2010,Y10T14,0.33,17,_T,-1.144
419,BGR,2010,Y15T19,2.83,3,_T,-1.144
420,BGR,2010,Y10T19,1.74,4,_T,-1.144
421,BGR,2010,Y10T19,0.84,11,_T,-1.144
422,BGR,2010,Y10T19,2.6,3,_T,-1.144
423,BGR,2019,Y10T14,0.5,10,_T,-1.621
424,BGR,2019,Y15T19,1.75,4,_T,-1.621
425,BGR,2019,Y10T14,0.75,9,_T,-1.621
426,BGR,2019,Y15T19,3.57,3,_T,-1.621
427,BGR,2019,Y10T14,0.63,9,_T,-1.621
428,BGR,2019,Y15T19,2.69,3,_T,-1.621
429,BGR,2019,Y10T19,1.57,5,_T,-1.621
430,BGR,2019,Y10T19,1.07,5,_T,-1.621
431,BGR,2019,Y10T19,2.04,5,_T,-1.621
432,BHR,2000,Y10T14,0.25,17,_T,8.844
433,BHR,2000,Y15T19,1.21,8,_T,8.844
434,BHR,2000,Y10T14,0.32,16,_T,8.844
435,BHR,2000,Y15T19,3.53,3,_T,8.844
436,BHR,2000,Y10T14,0.28,17,_T,8.844
437,BHR,2000,Y15T19,2.4,3,_T,8.844
438,BHR,2000,Y10T19,1.29,5,_T,8.844
439,BHR,2000,Y10T19,0.71,9,_T,8.844
440,BHR,2000,Y10T19,1.85,3,_T,8.844
441,BHR,2010,Y10T14,0.22,10,_T,-13.963
442,BHR,2010,Y15T19,1.84,4,_T,-13.963
443,BHR,2010,Y10T14,0.4,14,_T,-13.963
444,BHR,2010,Y15T19,6.04,2,_T,-13.963
445,BHR,2010,Y10T14,0.31,14,_T,-13.963
446,BHR,2010,Y15T19,3.96,4,_T,-13.963
447,BHR,2010,Y10T19,2.07,4,_T,-13.963
448,BHR,2010,Y10T19,1.0,5,_T,-13.963
449,BHR,2010,Y10T19,3.09,2,_T,-13.963
450,BHR,2019,Y10T14,0.19,12,_T,-11.4
451,BHR,2019,Y15T19,1.81,4,_T,-11.4
452,BHR,2019,Y10T14,0.37,14,_T,-11.4
453,BHR,2019,Y15T19,7.24,2,_T,-11.4
454,BHR,2019,Y10T14,0.28,16,_T,-11.4
455,BHR,2019,Y15T19,4.77,3,_T,-11.4
456,BHR,2019,Y10T19,2.45,3,_T,-11.4
457,BHR,2019,Y10T19,0.94,6,_T,-11.4
458,BHR,2019,Y10T19,3.82,2,_T,-11.4
459,BHS,2000,Y10T14,0.03,30,_T,2.597
460,BHS,2000,Y15T19,0.17,14,_T,2.597
461,BHS,2000,Y10T14,0.06,25,_T,2.597
462,BHS,2000,Y15T19,1.39,6,_T,2.597
463,BHS,2000,Y10T14,0.05,29,_T,2.597
464,BHS,2000,Y15T19,0.78,7,_T,2.597
465,BHS,2000,Y10T19,0.41,10,_T,2.597
466,BHS,2000,Y10T19,0.1,19,_T,2.597
467,BHS,2000,Y10T19,0.72,7,_T,2.597
468,BHS,2010,Y10T14,0.11,25,_T,5.106
469,BHS,2010,Y15T19,1.28,13,_T,5.106
470,BHS,2010,Y10T14,0.21,21,_T,5.106
471,BHS,2010,Y15T19,2.97,5,_T,5.106
472,BHS,2010,Y10T14,0.16,23,_T,5.106
473,BHS,2010,Y15T19,2.13,10,_T,5.106
474,BHS,2010,Y10T19,1.13,10,_T,5.106
475,BHS,2010,Y10T19,0.68,15,_T,5.106
476,BHS,2010,Y10T19,1.58,7,_T,5.106
477,BHS,2019,Y10T14,0.03,25,_T,2.477
478,BHS,2019,Y15T19,1.08,13,_T,2.477
479,BHS,2019,Y10T14,0.05,23,_T,2.477
480,BHS,2019,Y15T19,2.42,6,_T,2.477
481,BHS,2019,Y10T14,0.04,26,_T,2.477
482,BHS,2019,Y15T19,1.75,11,_T,2.477
483,BHS,2019,Y10T19,0.9,11,_T,2.477
484,BHS,2019,Y10T19,0.56,14,_T,2.477
485,BHS,2019,Y10T19,1.25,6,_T,2.477
486,BIH,2000,Y10T14,0.83,5,_T,1.95
487,BIH,2000,Y15T19,3.12,2,_T,1.95
488,BIH,2000,Y10T14,1.96,2,_T,1.95
489,BIH,2000,Y15T19,7.77,2,_T,1.95
