,REF_AREA,TIME_PERIOD,INDICATOR,AGE,OBS_VALUE
4485,TCD,2017,DM_NET_MG_RATE,_T,1.122
4486,TGO,2017,DM_NET_MG_RATE,_T,-0.254
4487,THA,2017,DM_NET_MG_RATE,_T,0.622
4488,TJK,2017,DM_NET_MG_RATE,_T,-1.465
4489,TKL,2017,DM_NET_MG_RATE,_T,82.587
4490,TKM,2017,DM_NET_MG_RATE,_T,-1.61
4491,TLS,2017,DM_NET_MG_RATE,_T,-4.343
4492,TON,2017,DM_NET_MG_RATE,_T,-19.785
4493,TTO,2017,DM_NET_MG_RATE,_T,0.979
4494,TUN,2017,DM_NET_MG_RATE,_T,-1.892
4495,TUR,2017,DM_NET_MG_RATE,_T,-3.065
4496,TUV,2017,DM_NET_MG_RATE,_T,-14.208
4497,TWN,2017,DM_NET_MG_RATE,_T,1.29
4498,TZA,2017,DM_NET_MG_RATE,_T,1.8
4499,UGA,2017,DM_NET_MG_RATE,_T,2.316
4500,UKR,2017,DM_NET_MG_RATE,_T,-1.129
4501,UNICEF_EAP,2017,DM_NET_MG_RATE,_T,0.166
4502,UNICEF_EAPRO,2017,DM_NET_MG_RATE,_T,-0.106
4503,UNICEF_ECARO,2017,DM_NET_MG_RATE,_T,-2.299
4504,UNICEF_EECA,2017,DM_NET_MG_RATE,_T,-0.602
4505,UNICEF_ESA,2017,DM_NET_MG_RATE,_T,-0.626
4506,UNICEF_ESARO,2017,DM_NET_MG_RATE,_T,-1.052
4507,UNICEF_LAC,2017,DM_NET_MG_RATE,_T,-0.351
4508,UNICEF_LACRO,2017,DM_NET_MG_RATE,_T,-0.352
4509,UNICEF_MENA,2017,DM_NET_MG_RATE,_T,-0.412
4510,UNICEF_MENARO,2017,DM_NET_MG_RATE,_T,-0.023
4511,UNICEF_NA,2017,DM_NET_MG_RATE,_T,4.759
4512,UNICEF_ROSA,2017,DM_NET_MG_RATE,_T,-1.199
4513,UNICEF_SA,2017,DM_NET_MG_RATE,_T,-1.199
4514,UNICEF_WCA,2017,DM_NET_MG_RATE,_T,-0.384
4515,UNICEF_WCARO,2017,DM_NET_MG_RATE,_T,-0.384
4516,UNICEF_WE,2017,DM_NET_MG_RATE,_T,2.685
4517,UNSDG_LDC,2017,DM_NET_MG_RATE,_T,-0.892
4518,URY,2017,DM_NET_MG_RATE,_T,-0.903
4519,USA,2017,DM_NET_MG_RATE,_T,4.187
4520,UZB,2017,DM_NET_MG_RATE,_T,-1.519
4521,VAT,2017,DM_NET_MG_RATE,_T,0
4522,VCT,2017,DM_NET_MG_RATE,_T,-7.995
4523,VEN,2017,DM_NET_MG_RATE,_T,-26.405
4524,VGB,2017,DM_NET_MG_RATE,_T,9.395
4525,VIR,2017,DM_NET_MG_RATE,_T,-4.614
4526,VNM,2017,DM_NET_MG_RATE,_T,-0.041
4527,VUT,2017,DM_NET_MG_RATE,_T,-1.387
4528,WLF,2017,DM_NET_MG_RATE,_T,-16.706
4529,WORLD,2017,DM_NET_MG_RATE,_T,0
4530,WSM,2017,DM_NET_MG_RATE,_T,-13.509
4531,XKX,2017,DM_NET_MG_RATE,_T,-19.158
4532,YEM,2017,DM_NET_MG_RATE,_T,-1.32
4533,ZAF,2017,DM_NET_MG_RATE,_T,-0.189
4534,ZMB,2017,DM_NET_MG_RATE,_T,1.172
4535,ZWE,2017,DM_NET_MG_RATE,_T,-4.054
4536,ABW,2018,DM_NET_MG_RATE,_T,3.47
4537,AFG,2018,DM_NET_MG_RATE,_T,-1.286
4538,AGO,2018,DM_NET_MG_RATE,_T,1.972
4539,AIA,2018,DM_NET_MG_RATE,_T,6.609
4540,ALB,2018,DM_NET_MG_RATE,_T,-3.16
4541,AND,2018,DM_NET_MG_RATE,_T,15.875
4542,ARE,2018,DM_NET_MG_RATE,_T,-0.939
4543,ARG,2018,DM_NET_MG_RATE,_T,0.106
4544,ARM,2018,DM_NET_MG_RATE,_T,-9.068
4545,ASM,2018,DM_NET_MG_RATE,_T,-33.557
4546,ATG,2018,DM_NET_MG_RATE,_T,0
4547,AUS,2018,DM_NET_MG_RATE,_T,8.857
4548,AUT,2018,DM_NET_MG_RATE,_T,4.013
4549,AZE,2018,DM_NET_MG_RATE,_T,0.156
4550,BDI,2018,DM_NET_MG_RATE,_T,5.947
4551,BEL,2018,DM_NET_MG_RATE,_T,4.854
4552,BEN,2018,DM_NET_MG_RATE,_T,0.282
4553,BES,2018,DM_NET_MG_RATE,_T,22.152
4554,BFA,2018,DM_NET_MG_RATE,_T,-1.175
4555,BGD,2018,DM_NET_MG_RATE,_T,-1.974
4556,BGR,2018,DM_NET_MG_RATE,_T,-1.701
4557,BHR,2018,DM_NET_MG_RATE,_T,-2.418
4558,BHS,2018,DM_NET_MG_RATE,_T,2.494
4559,BIH,2018,DM_NET_MG_RATE,_T,-8.538
4560,BLM,2018,DM_NET_MG_RATE,_T,19.295
4561,BLR,2018,DM_NET_MG_RATE,_T,1.624
4562,BLZ,2018,DM_NET_MG_RATE,_T,3.106
4563,BMU,2018,DM_NET_MG_RATE,_T,4.827
4564,BOL,2018,DM_NET_MG_RATE,_T,-0.805
4565,BRA,2018,DM_NET_MG_RATE,_T,0.323
4566,BRB,2018,DM_NET_MG_RATE,_T,-0.232
4567,BRN,2018,DM_NET_MG_RATE,_T,-1.468
4568,BTN,2018,DM_NET_MG_RATE,_T,0.382
4569,BWA,2018,DM_NET_MG_RATE,_T,1.559
4570,CAF,2018,DM_NET_MG_RATE,_T,-10.363
4571,CAN,2018,DM_NET_MG_RATE,_T,11.351
4572,CHE,2018,DM_NET_MG_RATE,_T,4.815
4573,CHL,2018,DM_NET_MG_RATE,_T,12.774
4574,CHN,2018,DM_NET_MG_RATE,_T,-0.209
4575,CIV,2018,DM_NET_MG_RATE,_T,-0.674
4576,CMR,2018,DM_NET_MG_RATE,_T,-0.366
4577,COD,2018,DM_NET_MG_RATE,_T,-1.425
4578,COG,2018,DM_NET_MG_RATE,_T,-1.627
4579,COK,2018,DM_NET_MG_RATE,_T,-17.131
4580,COL,2018,DM_NET_MG_RATE,_T,10.083
4581,COM,2018,DM_NET_MG_RATE,_T,-3.753
4582,CPV,2018,DM_NET_MG_RATE,_T,-2.314
4583,CRI,2018,DM_NET_MG_RATE,_T,0.833
4584,CUB,2018,DM_NET_MG_RATE,_T,-1.254
4585,CUW,2018,DM_NET_MG_RATE,_T,148.794
4586,CYM,2018,DM_NET_MG_RATE,_T,16.395
4587,CYP,2018,DM_NET_MG_RATE,_T,4.092
4588,CZE,2018,DM_NET_MG_RATE,_T,0.303
4589,DEU,2018,DM_NET_MG_RATE,_T,4.747
4590,DJI,2018,DM_NET_MG_RATE,_T,1.358
4591,DMA,2018,DM_NET_MG_RATE,_T,2.743
4592,DNK,2018,DM_NET_MG_RATE,_T,4.055
4593,DOM,2018,DM_NET_MG_RATE,_T,-2.778
4594,DZA,2018,DM_NET_MG_RATE,_T,-0.864
4595,ECU,2018,DM_NET_MG_RATE,_T,9.055
4596,EGY,2018,DM_NET_MG_RATE,_T,-0.588
4597,ERI,2018,DM_NET_MG_RATE,_T,-6.201
4598,ESP,2018,DM_NET_MG_RATE,_T,7.274
4599,EST,2018,DM_NET_MG_RATE,_T,5.482
4600,ETH,2018,DM_NET_MG_RATE,_T,0.084
4601,FIN,2018,DM_NET_MG_RATE,_T,2.114
4602,FJI,2018,DM_NET_MG_RATE,_T,-12.693
4603,FLK,2018,DM_NET_MG_RATE,_T,10.738
4604,FRA,2018,DM_NET_MG_RATE,_T,0.224
4605,FRO,2018,DM_NET_MG_RATE,_T,12.899
4606,FSM,2018,DM_NET_MG_RATE,_T,-11.5
4607,GAB,2018,DM_NET_MG_RATE,_T,1.321
4608,GBR,2018,DM_NET_MG_RATE,_T,3.477
4609,GEO,2018,DM_NET_MG_RATE,_T,-1.371
4610,GHA,2018,DM_NET_MG_RATE,_T,-0.627
4611,GIB,2018,DM_NET_MG_RATE,_T,-1.775
4612,GIN,2018,DM_NET_MG_RATE,_T,-0.732
4613,GLP,2018,DM_NET_MG_RATE,_T,-5.333
4614,GMB,2018,DM_NET_MG_RATE,_T,-1.608
4615,GNB,2018,DM_NET_MG_RATE,_T,-0.725
4616,GNQ,2018,DM_NET_MG_RATE,_T,10.428
4617,GRC,2018,DM_NET_MG_RATE,_T,-2.217
4618,GRD,2018,DM_NET_MG_RATE,_T,-1.558
4619,GRL,2018,DM_NET_MG_RATE,_T,-6.362
4620,GTM,2018,DM_NET_MG_RATE,_T,-3.371
4621,GUF,2018,DM_NET_MG_RATE,_T,4.346
4622,GUM,2018,DM_NET_MG_RATE,_T,-10.911
4623,GUY,2018,DM_NET_MG_RATE,_T,39.041
4624,HKG,2018,DM_NET_MG_RATE,_T,0
4625,HND,2018,DM_NET_MG_RATE,_T,-0.691
4626,HRV,2018,DM_NET_MG_RATE,_T,-3.161
4627,HTI,2018,DM_NET_MG_RATE,_T,-3.174
4628,HUN,2018,DM_NET_MG_RATE,_T,3.276
4629,IDN,2018,DM_NET_MG_RATE,_T,-0.149
4630,IMN,2018,DM_NET_MG_RATE,_T,3.252
4631,IND,2018,DM_NET_MG_RATE,_T,-0.41
4632,IRL,2018,DM_NET_MG_RATE,_T,6.984
4633,IRN,2018,DM_NET_MG_RATE,_T,-0.35
4634,IRQ,2018,DM_NET_MG_RATE,_T,0.164
4635,ISL,2018,DM_NET_MG_RATE,_T,18.907
4636,ISR,2018,DM_NET_MG_RATE,_T,1.848
4637,ITA,2018,DM_NET_MG_RATE,_T,1.268
4638,JAM,2018,DM_NET_MG_RATE,_T,-4.022
4639,JOR,2018,DM_NET_MG_RATE,_T,3.213
4640,JPN,2018,DM_NET_MG_RATE,_T,1.407
4641,KAZ,2018,DM_NET_MG_RATE,_T,-1.711
4642,KEN,2018,DM_NET_MG_RATE,_T,-2.308
4643,KGZ,2018,DM_NET_MG_RATE,_T,-4.922
4644,KHM,2018,DM_NET_MG_RATE,_T,-3.22
4645,KIR,2018,DM_NET_MG_RATE,_T,-6.326
4646,KNA,2018,DM_NET_MG_RATE,_T,-3.991
4647,KOR,2018,DM_NET_MG_RATE,_T,2.299
4648,KWT,2018,DM_NET_MG_RATE,_T,34.157
4649,LAO,2018,DM_NET_MG_RATE,_T,-1.449
4650,LBN,2018,DM_NET_MG_RATE,_T,-38.491
4651,LBR,2018,DM_NET_MG_RATE,_T,-4.739
4652,LBY,2018,DM_NET_MG_RATE,_T,0.901
4653,LCA,2018,DM_NET_MG_RATE,_T,0
4654,LIE,2018,DM_NET_MG_RATE,_T,5.066
4655,LKA,2018,DM_NET_MG_RATE,_T,-4.49
4656,LSO,2018,DM_NET_MG_RATE,_T,-1.47
4657,LTU,2018,DM_NET_MG_RATE,_T,-5.012
4658,LUX,2018,DM_NET_MG_RATE,_T,16.747
4659,LVA,2018,DM_NET_MG_RATE,_T,-4.45
4660,MAC,2018,DM_NET_MG_RATE,_T,12.712
4661,MAF,2018,DM_NET_MG_RATE,_T,-39.222
4662,MAR,2018,DM_NET_MG_RATE,_T,-2.475
4663,MCO,2018,DM_NET_MG_RATE,_T,11.297
4664,MDA,2018,DM_NET_MG_RATE,_T,-11.423
4665,MDG,2018,DM_NET_MG_RATE,_T,0.018
4666,MDV,2018,DM_NET_MG_RATE,_T,21.836
4667,MEX,2018,DM_NET_MG_RATE,_T,-0.802
4668,MHL,2018,DM_NET_MG_RATE,_T,-40.515
4669,MKD,2018,DM_NET_MG_RATE,_T,-0.473
4670,MLI,2018,DM_NET_MG_RATE,_T,-2.042
4671,MLT,2018,DM_NET_MG_RATE,_T,23.006
4672,MMR,2018,DM_NET_MG_RATE,_T,-2.174
4673,MNE,2018,DM_NET_MG_RATE,_T,-3.2
4674,MNG,2018,DM_NET_MG_RATE,_T,3.619
4675,MNP,2018,DM_NET_MG_RATE,_T,-16.113
4676,MOZ,2018,DM_NET_MG_RATE,_T,-0.434
4677,MRT,2018,DM_NET_MG_RATE,_T,-0.699
4678,MSR,2018,DM_NET_MG_RATE,_T,46.806
4679,MTQ,2018,DM_NET_MG_RATE,_T,-8.319
4680,MUS,2018,DM_NET_MG_RATE,_T,-1.704
4681,MWI,2018,DM_NET_MG_RATE,_T,-0.202
4682,MYS,2018,DM_NET_MG_RATE,_T,1.872
4683,MYT,2018,DM_NET_MG_RATE,_T,5.141
4684,NAM,2018,DM_NET_MG_RATE,_T,-3.567
4685,NCL,2018,DM_NET_MG_RATE,_T,-8.34
4686,NER,2018,DM_NET_MG_RATE,_T,-0.169
4687,NGA,2018,DM_NET_MG_RATE,_T,-0.41
4688,NIC,2018,DM_NET_MG_RATE,_T,-3.151
4689,NIU,2018,DM_NET_MG_RATE,_T,10.646
4690,NLD,2018,DM_NET_MG_RATE,_T,3.521
4691,NOR,2018,DM_NET_MG_RATE,_T,3.468
4692,NPL,2018,DM_NET_MG_RATE,_T,-2.842
4693,NRU,2018,DM_NET_MG_RATE,_T,-3.265
4694,NZL,2018,DM_NET_MG_RATE,_T,16.764
4695,OMN,2018,DM_NET_MG_RATE,_T,-11.057
4696,PAK,2018,DM_NET_MG_RATE,_T,-5.942
4697,PAN,2018,DM_NET_MG_RATE,_T,2.676
4698,PER,2018,DM_NET_MG_RATE,_T,10.2
4699,PHL,2018,DM_NET_MG_RATE,_T,-0.142
4700,PLW,2018,DM_NET_MG_RATE,_T,0.447
4701,PNG,2018,DM_NET_MG_RATE,_T,2.65
4702,POL,2018,DM_NET_MG_RATE,_T,-0.227
4703,PRI,2018,DM_NET_MG_RATE,_T,-5.207
4704,PRK,2018,DM_NET_MG_RATE,_T,-0.126
4705,PRT,2018,DM_NET_MG_RATE,_T,0.99
4706,PRY,2018,DM_NET_MG_RATE,_T,-2.553
4707,PSE,2018,DM_NET_MG_RATE,_T,-5.217
4708,PYF,2018,DM_NET_MG_RATE,_T,-3.194
4709,QAT,2018,DM_NET_MG_RATE,_T,4.224
4710,REU,2018,DM_NET_MG_RATE,_T,-1.254
4711,ROU,2018,DM_NET_MG_RATE,_T,-2.947
4712,RUS,2018,DM_NET_MG_RATE,_T,2.314
4713,RWA,2018,DM_NET_MG_RATE,_T,-0.861
4714,SAU,2018,DM_NET_MG_RATE,_T,7.257
4715,SDN,2018,DM_NET_MG_RATE,_T,1.768
4716,SEN,2018,DM_NET_MG_RATE,_T,-1.281
4717,SGP,2018,DM_NET_MG_RATE,_T,6.167
4718,SHN,2018,DM_NET_MG_RATE,_T,1.097
4719,SLB,2018,DM_NET_MG_RATE,_T,-2.428
4720,SLE,2018,DM_NET_MG_RATE,_T,-0.349
4721,SLV,2018,DM_NET_MG_RATE,_T,-8.593
4722,SMR,2018,DM_NET_MG_RATE,_T,4.02
4723,SOM,2018,DM_NET_MG_RATE,_T,2.653
4724,SPM,2018,DM_NET_MG_RATE,_T,0
4725,SRB,2018,DM_NET_MG_RATE,_T,0.45
4726,SSD,2018,DM_NET_MG_RATE,_T,-28.192
4727,STP,2018,DM_NET_MG_RATE,_T,-8.284
4728,SUR,2018,DM_NET_MG_RATE,_T,-1.451
4729,SVK,2018,DM_NET_MG_RATE,_T,0.689
4730,SVN,2018,DM_NET_MG_RATE,_T,3.596
4731,SWE,2018,DM_NET_MG_RATE,_T,8.052
4732,SWZ,2018,DM_NET_MG_RATE,_T,-8.544
4733,SXM,2018,DM_NET_MG_RATE,_T,15.28
4734,SYC,2018,DM_NET_MG_RATE,_T,2.681
4735,SYR,2018,DM_NET_MG_RATE,_T,26.928
4736,TCA,2018,DM_NET_MG_RATE,_T,34.395
4737,TCD,2018,DM_NET_MG_RATE,_T,2.994
4738,TGO,2018,DM_NET_MG_RATE,_T,-0.248
4739,THA,2018,DM_NET_MG_RATE,_T,0.131
4740,TJK,2018,DM_NET_MG_RATE,_T,-1.11
4741,TKL,2018,DM_NET_MG_RATE,_T,76.295
4742,TKM,2018,DM_NET_MG_RATE,_T,-1.584
4743,TLS,2018,DM_NET_MG_RATE,_T,-4.232
4744,TON,2018,DM_NET_MG_RATE,_T,-19.058
4745,TTO,2018,DM_NET_MG_RATE,_T,23.878
4746,TUN,2018,DM_NET_MG_RATE,_T,-1.76
4747,TUR,2018,DM_NET_MG_RATE,_T,-3.157
4748,TUV,2018,DM_NET_MG_RATE,_T,-5.231
4749,TWN,2018,DM_NET_MG_RATE,_T,1.24
4750,TZA,2018,DM_NET_MG_RATE,_T,-0.977
4751,UGA,2018,DM_NET_MG_RATE,_T,1.463
4752,UKR,2018,DM_NET_MG_RATE,_T,-0.748
4753,UNICEF_EAP,2018,DM_NET_MG_RATE,_T,0.075
4754,UNICEF_EAPRO,2018,DM_NET_MG_RATE,_T,-0.217
4755,UNICEF_ECARO,2018,DM_NET_MG_RATE,_T,-2.302
4756,UNICEF_EECA,2018,DM_NET_MG_RATE,_T,-0.643
4757,UNICEF_ESA,2018,DM_NET_MG_RATE,_T,-0.423
4758,UNICEF_ESARO,2018,DM_NET_MG_RATE,_T,-0.601
4759,UNICEF_LAC,2018,DM_NET_MG_RATE,_T,-0.545
4760,UNICEF_LACRO,2018,DM_NET_MG_RATE,_T,-0.546
4761,UNICEF_MENA,2018,DM_NET_MG_RATE,_T,0.834
4762,UNICEF_MENARO,2018,DM_NET_MG_RATE,_T,0.897
4763,UNICEF_NA,2018,DM_NET_MG_RATE,_T,4.395
4764,UNICEF_ROSA,2018,DM_NET_MG_RATE,_T,-1.308
4765,UNICEF_SA,2018,DM_NET_MG_RATE,_T,-1.308
4766,UNICEF_WCA,2018,DM_NET_MG_RATE,_T,-0.72
4767,UNICEF_WCARO,2018,DM_NET_MG_RATE,_T,-0.72
4768,UNICEF_WE,2018,DM_NET_MG_RATE,_T,2.952
4769,UNSDG_LDC,2018,DM_NET_MG_RATE,_T,-1.023
4770,URY,2018,DM_NET_MG_RATE,_T,-0.865
4771,USA,2018,DM_NET_MG_RATE,_T,3.622
4772,UZB,2018,DM_NET_MG_RATE,_T,-1.848
4773,VAT,2018,DM_NET_MG_RATE,_T,0
4774,VCT,2018,DM_NET_MG_RATE,_T,-7.637
4775,VEN,2018,DM_NET_MG_RATE,_T,-44.487
4776,VGB,2018,DM_NET_MG_RATE,_T,7.311
4777,VIR,2018,DM_NET_MG_RATE,_T,-4.509
4778,VNM,2018,DM_NET_MG_RATE,_T,-0.032
4779,VUT,2018,DM_NET_MG_RATE,_T,-1.355
4780,WLF,2018,DM_NET_MG_RATE,_T,-14.368
4781,WORLD,2018,DM_NET_MG_RATE,_T,0
4782,WSM,2018,DM_NET_MG_RATE,_T,-12.977
4783,XKX,2018,DM_NET_MG_RATE,_T,-19.769
4784,YEM,2018,DM_NET_MG_RATE,_T,-1.288
4785,ZAF,2018,DM_NET_MG_RATE,_T,0.475
4786,ZMB,2018,DM_NET_MG_RATE,_T,1.011
4787,ZWE,2018,DM_NET_MG_RATE,_T,-3.972
4788,ABW,2019,DM_NET_MG_RATE,_T,3.879
4789,AFG,2019,DM_NET_MG_RATE,_T,-0.214
4790,AGO,2019,DM_NET_MG_RATE,_T,1.824
4791,AIA,2019,DM_NET_MG_RATE,_T,11.708
4792,ALB,2019,DM_NET_MG_RATE,_T,-3.088
4793,AND,2019,DM_NET_MG_RATE,_T,16.329
4794,ARE,2019,DM_NET_MG_RATE,_T,-0.485
4795,ARG,2019,DM_NET_MG_RATE,_T,0.1
4796,ARM,2019,DM_NET_MG_RATE,_T,-8.953
4797,ASM,2019,DM_NET_MG_RATE,_T,-34.28
4798,ATG,2019,DM_NET_MG_RATE,_T,0
4799,AUS,2019,DM_NET_MG_RATE,_T,9.345
4800,AUT,2019,DM_NET_MG_RATE,_T,4.64
4801,AZE,2019,DM_NET_MG_RATE,_T,0.038
4802,BDI,2019,DM_NET_MG_RATE,_T,1.2
4803,BEL,2019,DM_NET_MG_RATE,_T,4.737
4804,BEN,2019,DM_NET_MG_RATE,_T,0.274
4805,BES,2019,DM_NET_MG_RATE,_T,20.786
4806,BFA,2019,DM_NET_MG_RATE,_T,-1.206
4807,BGD,2019,DM_NET_MG_RATE,_T,-2.076
4808,BGR,2019,DM_NET_MG_RATE,_T,-1.621
4809,BHR,2019,DM_NET_MG_RATE,_T,-11.4
4810,BHS,2019,DM_NET_MG_RATE,_T,2.477
4811,BIH,2019,DM_NET_MG_RATE,_T,-8.254
4812,BLM,2019,DM_NET_MG_RATE,_T,19.077
4813,BLR,2019,DM_NET_MG_RATE,_T,1.56
4814,BLZ,2019,DM_NET_MG_RATE,_T,2.998
4815,BMU,2019,DM_NET_MG_RATE,_T,4.555
4816,BOL,2019,DM_NET_MG_RATE,_T,-0.762
4817,BRA,2019,DM_NET_MG_RATE,_T,0.327
4818,BRB,2019,DM_NET_MG_RATE,_T,-0.232
4819,BRN,2019,DM_NET_MG_RATE,_T,-1.339
4820,BTN,2019,DM_NET_MG_RATE,_T,0.379
4821,BWA,2019,DM_NET_MG_RATE,_T,1.174
4822,CAF,2019,DM_NET_MG_RATE,_T,-7.065
4823,CAN,2019,DM_NET_MG_RATE,_T,10.501
4824,CHE,2019,DM_NET_MG_RATE,_T,5.091
4825,CHL,2019,DM_NET_MG_RATE,_T,12.162
4826,CHN,2019,DM_NET_MG_RATE,_T,-0.213
4827,CIV,2019,DM_NET_MG_RATE,_T,-0.593
4828,CMR,2019,DM_NET_MG_RATE,_T,-0.475
4829,COD,2019,DM_NET_MG_RATE,_T,-1.61
4830,COG,2019,DM_NET_MG_RATE,_T,-1.125
4831,COK,2019,DM_NET_MG_RATE,_T,-16.12
4832,COL,2019,DM_NET_MG_RATE,_T,7.918
4833,COM,2019,DM_NET_MG_RATE,_T,-3.681
4834,CPV,2019,DM_NET_MG_RATE,_T,-2.244
4835,CRI,2019,DM_NET_MG_RATE,_T,0.818
4836,CUB,2019,DM_NET_MG_RATE,_T,-1.209
4837,CUW,2019,DM_NET_MG_RATE,_T,-48.446
4838,CYM,2019,DM_NET_MG_RATE,_T,14.83
4839,CYP,2019,DM_NET_MG_RATE,_T,4.035
4840,CZE,2019,DM_NET_MG_RATE,_T,0.383
4841,DEU,2019,DM_NET_MG_RATE,_T,4.346
4842,DJI,2019,DM_NET_MG_RATE,_T,1.232
4843,DMA,2019,DM_NET_MG_RATE,_T,4.574
4844,DNK,2019,DM_NET_MG_RATE,_T,4.029
4845,DOM,2019,DM_NET_MG_RATE,_T,-2.738
4846,DZA,2019,DM_NET_MG_RATE,_T,-0.852
4847,ECU,2019,DM_NET_MG_RATE,_T,4.149
4848,EGY,2019,DM_NET_MG_RATE,_T,-0.565
4849,ERI,2019,DM_NET_MG_RATE,_T,-8.494
4850,ESP,2019,DM_NET_MG_RATE,_T,9.786
4851,EST,2019,DM_NET_MG_RATE,_T,4.085
4852,ETH,2019,DM_NET_MG_RATE,_T,-0.095
4853,FIN,2019,DM_NET_MG_RATE,_T,2.822
4854,FJI,2019,DM_NET_MG_RATE,_T,-12.836
4855,FLK,2019,DM_NET_MG_RATE,_T,10.577
4856,FRA,2019,DM_NET_MG_RATE,_T,0.27
4857,FRO,2019,DM_NET_MG_RATE,_T,11.281
4858,FSM,2019,DM_NET_MG_RATE,_T,-11.453
4859,GAB,2019,DM_NET_MG_RATE,_T,0.995
4860,GBR,2019,DM_NET_MG_RATE,_T,3.318
4861,GEO,2019,DM_NET_MG_RATE,_T,-1.435
4862,GHA,2019,DM_NET_MG_RATE,_T,-0.693
4863,GIB,2019,DM_NET_MG_RATE,_T,-1.773
4864,GIN,2019,DM_NET_MG_RATE,_T,-0.252
4865,GLP,2019,DM_NET_MG_RATE,_T,-5.188
4866,GMB,2019,DM_NET_MG_RATE,_T,-1.667
4867,GNB,2019,DM_NET_MG_RATE,_T,-0.708
4868,GNQ,2019,DM_NET_MG_RATE,_T,9.507
4869,GRC,2019,DM_NET_MG_RATE,_T,-2.039
4870,GRD,2019,DM_NET_MG_RATE,_T,-1.547
4871,GRL,2019,DM_NET_MG_RATE,_T,-6.025
4872,GTM,2019,DM_NET_MG_RATE,_T,-3.391
4873,GUF,2019,DM_NET_MG_RATE,_T,4.233
4874,GUM,2019,DM_NET_MG_RATE,_T,-10.924
4875,GUY,2019,DM_NET_MG_RATE,_T,-30.418
4876,HKG,2019,DM_NET_MG_RATE,_T,0
4877,HND,2019,DM_NET_MG_RATE,_T,-0.657
4878,HRV,2019,DM_NET_MG_RATE,_T,-3.018
4879,HTI,2019,DM_NET_MG_RATE,_T,-3.098
4880,HUN,2019,DM_NET_MG_RATE,_T,3.44
4881,IDN,2019,DM_NET_MG_RATE,_T,-0.15
4882,IMN,2019,DM_NET_MG_RATE,_T,2.851
4883,IND,2019,DM_NET_MG_RATE,_T,-0.429
4884,IRL,2019,DM_NET_MG_RATE,_T,5.964
4885,IRN,2019,DM_NET_MG_RATE,_T,-0.4
4886,IRQ,2019,DM_NET_MG_RATE,_T,-0.719
4887,ISL,2019,DM_NET_MG_RATE,_T,14.381
4888,ISR,2019,DM_NET_MG_RATE,_T,1.875
4889,ITA,2019,DM_NET_MG_RATE,_T,0.362
4890,JAM,2019,DM_NET_MG_RATE,_T,-4.018
4891,JOR,2019,DM_NET_MG_RATE,_T,2.711
4892,JPN,2019,DM_NET_MG_RATE,_T,1.464
4893,KAZ,2019,DM_NET_MG_RATE,_T,-1.975
4894,KEN,2019,DM_NET_MG_RATE,_T,-1.215
4895,KGZ,2019,DM_NET_MG_RATE,_T,-5.406
4896,KHM,2019,DM_NET_MG_RATE,_T,-3.425
4897,KIR,2019,DM_NET_MG_RATE,_T,-5.546
4898,KNA,2019,DM_NET_MG_RATE,_T,-3.996
4899,KOR,2019,DM_NET_MG_RATE,_T,2.142
4900,KWT,2019,DM_NET_MG_RATE,_T,2.049
4901,LAO,2019,DM_NET_MG_RATE,_T,-1.428
4902,LBN,2019,DM_NET_MG_RATE,_T,-40.261
4903,LBR,2019,DM_NET_MG_RATE,_T,-3.943
4904,LBY,2019,DM_NET_MG_RATE,_T,-0.206
4905,LCA,2019,DM_NET_MG_RATE,_T,0
4906,LIE,2019,DM_NET_MG_RATE,_T,4.637
4907,LKA,2019,DM_NET_MG_RATE,_T,-4.374
4908,LSO,2019,DM_NET_MG_RATE,_T,-1.342
4909,LTU,2019,DM_NET_MG_RATE,_T,-4.692
4910,LUX,2019,DM_NET_MG_RATE,_T,16.861
4911,LVA,2019,DM_NET_MG_RATE,_T,-4.115
4912,MAC,2019,DM_NET_MG_RATE,_T,13.018
4913,MAF,2019,DM_NET_MG_RATE,_T,-28.269
4914,MAR,2019,DM_NET_MG_RATE,_T,-2.53
4915,MCO,2019,DM_NET_MG_RATE,_T,11.297
4916,MDA,2019,DM_NET_MG_RATE,_T,-9.071
4917,MDG,2019,DM_NET_MG_RATE,_T,-0.054
4918,MDV,2019,DM_NET_MG_RATE,_T,13.35
4919,MEX,2019,DM_NET_MG_RATE,_T,-0.382
4920,MHL,2019,DM_NET_MG_RATE,_T,-41.631
4921,MKD,2019,DM_NET_MG_RATE,_T,-0.467
4922,MLI,2019,DM_NET_MG_RATE,_T,-2.157
4923,MLT,2019,DM_NET_MG_RATE,_T,22.589
4924,MMR,2019,DM_NET_MG_RATE,_T,-1.899
4925,MNE,2019,DM_NET_MG_RATE,_T,-2.592
4926,MNG,2019,DM_NET_MG_RATE,_T,3.306
4927,MNP,2019,DM_NET_MG_RATE,_T,-16.036
4928,MOZ,2019,DM_NET_MG_RATE,_T,-0.582
4929,MRT,2019,DM_NET_MG_RATE,_T,-0.688
4930,MSR,2019,DM_NET_MG_RATE,_T,24.947
4931,MTQ,2019,DM_NET_MG_RATE,_T,-8.056
4932,MUS,2019,DM_NET_MG_RATE,_T,-0.797
4933,MWI,2019,DM_NET_MG_RATE,_T,-0.118
4934,MYS,2019,DM_NET_MG_RATE,_T,1.856
