,REF_AREA,TIME_PERIOD,INDICATOR,AGE,SEX,OBS_VALUE
376,RUS,2017,GN_FB_BNK_ACCSS,Y_GE15,M,75.3
377,RUS,2017,GN_FB_BNK_ACCSS,Y_GE15,F,76.13
378,RWA,2017,GN_FB_BNK_ACCSS,Y_GE15,F,44.96
379,RWA,2017,GN_FB_BNK_ACCSS,Y_GE15,M,55.75
380,SAU,2017,GN_ED_ATTN,Y_GE25,F,52.60346
381,SAU,2017,GN_ED_ATTN,Y_GE25,M,54.68153
382,SAU,2017,GN_FB_BNK_ACCSS,Y_GE15,F,58.17
383,SAU,2017,GN_FB_BNK_ACCSS,Y_GE15,M,80.54
384,SEN,2017,GN_ED_ATTN,Y_GE25,M,17.26285
385,SEN,2017,GN_FB_BNK_ACCSS,Y_GE15,F,38.45
386,SEN,2017,GN_FB_BNK_ACCSS,Y_GE15,M,46.72
387,SEN,2017,GN_ED_ATTN,Y_GE25,F,5.00873
388,SGP,2017,GN_FB_BNK_ACCSS,Y_GE15,F,96.31
389,SGP,2017,GN_FB_BNK_ACCSS,Y_GE15,M,99.68
390,SLE,2017,GN_FB_BNK_ACCSS,Y_GE15,F,15.36
391,SLE,2017,GN_FB_BNK_ACCSS,Y_GE15,M,24.77
392,SLE,2017,GN_IT_MOB_OWN,_T,F,45.2
393,SLE,2017,GN_IT_MOB_OWN,_T,M,64.8
394,SLV,2017,GN_FB_BNK_ACCSS,Y_GE15,F,24.38
395,SLV,2017,GN_ED_ATTN,Y_GE25,F,28.21115
396,SLV,2017,GN_ED_ATTN,Y_GE25,M,31.35511
397,SLV,2017,GN_FB_BNK_ACCSS,Y_GE15,M,37.58
398,SRB,2017,GN_ED_ATTN,Y_GE25,F,66.23293
399,SRB,2017,GN_FB_BNK_ACCSS,Y_GE15,F,70.13
400,SRB,2017,GN_FB_BNK_ACCSS,Y_GE15,M,72.88
401,SRB,2017,GN_ED_ATTN,Y_GE25,M,77.54307
402,SRB,2017,GN_IT_MOB_OWN,_T,F,91.95
403,SRB,2017,GN_IT_MOB_OWN,_T,M,93.19
404,SSD,2017,GN_FB_BNK_ACCSS,Y_GE15,M,12.5
405,SSD,2017,GN_FB_BNK_ACCSS,Y_GE15,F,4.71
406,SVK,2017,GN_FB_BNK_ACCSS,Y_GE15,F,83.13
407,SVK,2017,GN_ED_ATTN,Y_GE25,F,83.3149
408,SVK,2017,GN_FB_BNK_ACCSS,Y_GE15,M,85.32
409,SVK,2017,GN_ED_ATTN,Y_GE25,M,91.16138
410,SVN,2017,GN_ED_ATTN,Y_GE25,F,78.41241
411,SVN,2017,GN_ED_ATTN,Y_GE25,M,86.89914
412,SVN,2017,GN_FB_BNK_ACCSS,Y_GE15,F,96.94
413,SVN,2017,GN_FB_BNK_ACCSS,Y_GE15,M,98.16
414,SWE,2017,GN_FB_BNK_ACCSS,Y_GE15,F,100
415,SWE,2017,GN_ED_ATTN,Y_GE25,F,75.77895
416,SWE,2017,GN_ED_ATTN,Y_GE25,M,76.52075
417,SWE,2017,GN_FB_BNK_ACCSS,Y_GE15,M,99.48
418,TCD,2017,GN_FB_BNK_ACCSS,Y_GE15,F,14.85
419,TCD,2017,GN_FB_BNK_ACCSS,Y_GE15,M,29.03
420,TGO,2017,GN_FB_BNK_ACCSS,Y_GE15,F,37.59
421,TGO,2017,GN_IT_MOB_OWN,_T,F,39.45
422,TGO,2017,GN_IT_MOB_OWN,_T,M,48.64
423,TGO,2017,GN_FB_BNK_ACCSS,Y_GE15,M,53.05
424,THA,2017,GN_FB_BNK_ACCSS,Y_GE15,F,79.78
425,THA,2017,GN_FB_BNK_ACCSS,Y_GE15,M,83.69
426,THA,2017,GN_IT_MOB_OWN,_T,F,87.9
427,THA,2017,GN_IT_MOB_OWN,_T,M,88.41
428,TJK,2017,GN_FB_BNK_ACCSS,Y_GE15,F,42.13
429,TJK,2017,GN_FB_BNK_ACCSS,Y_GE15,M,52.09
430,TJK,2017,GN_ED_ATTN,Y_GE25,F,76.13938
431,TJK,2017,GN_ED_ATTN,Y_GE25,M,85.17898
432,TKM,2017,GN_FB_BNK_ACCSS,Y_GE15,F,35.52
433,TKM,2017,GN_FB_BNK_ACCSS,Y_GE15,M,45.71
434,TTO,2017,GN_FB_BNK_ACCSS,Y_GE15,F,73.6
435,TTO,2017,GN_FB_BNK_ACCSS,Y_GE15,M,88.22
436,TUN,2017,GN_FB_BNK_ACCSS,Y_GE15,F,28.36
437,TUN,2017,GN_FB_BNK_ACCSS,Y_GE15,M,45.73
438,TUR,2017,GN_ED_ATTN,Y_GE25,F,32.61719
439,TUR,2017,GN_ED_ATTN,Y_GE25,M,45.56886
440,TUR,2017,GN_FB_BNK_ACCSS,Y_GE15,F,54.29
441,TUR,2017,GN_FB_BNK_ACCSS,Y_GE15,M,82.99
442,TZA,2017,GN_FB_BNK_ACCSS,Y_GE15,F,42.15
443,TZA,2017,GN_FB_BNK_ACCSS,Y_GE15,M,51.55
444,UGA,2017,GN_FB_BNK_ACCSS,Y_GE15,F,52.71
445,UGA,2017,GN_FB_BNK_ACCSS,Y_GE15,M,66.08
446,UKR,2017,GN_FB_BNK_ACCSS,Y_GE15,F,61.32
447,UKR,2017,GN_FB_BNK_ACCSS,Y_GE15,M,65.03
448,URY,2017,GN_FB_BNK_ACCSS,Y_GE15,F,60.63
449,URY,2017,GN_FB_BNK_ACCSS,Y_GE15,M,67.61
450,UZB,2017,GN_FB_BNK_ACCSS,Y_GE15,F,35.97
451,UZB,2017,GN_FB_BNK_ACCSS,Y_GE15,M,38.33
452,VCT,2017,GN_ED_ATTN,Y_GE25,M,39.61915
453,VCT,2017,GN_ED_ATTN,Y_GE25,F,44.06854
454,VEN,2017,GN_FB_BNK_ACCSS,Y_GE15,F,70.04
455,VEN,2017,GN_FB_BNK_ACCSS,Y_GE15,M,77.31
456,VGB,2017,GN_IT_MOB_OWN,_T,M,75.6
457,VGB,2017,GN_IT_MOB_OWN,_T,F,77.42
458,VNM,2017,GN_FB_BNK_ACCSS,Y_GE15,F,30.42
459,VNM,2017,GN_FB_BNK_ACCSS,Y_GE15,M,31.21
460,ZAF,2017,GN_IT_MOB_OWN,_T,M,58.13
461,ZAF,2017,GN_ED_ATTN,Y_GE25,F,60.47858
462,ZAF,2017,GN_IT_MOB_OWN,_T,F,61.04
463,ZAF,2017,GN_ED_ATTN,Y_GE25,M,62.28058
464,ZAF,2017,GN_FB_BNK_ACCSS,Y_GE15,M,68.4
465,ZAF,2017,GN_FB_BNK_ACCSS,Y_GE15,F,69.99
466,ZMB,2017,GN_FB_BNK_ACCSS,Y_GE15,F,40.28
467,ZMB,2017,GN_FB_BNK_ACCSS,Y_GE15,M,51.68
468,ZWE,2017,GN_ED_ATTN,Y_GE25,M,15.56999
469,ZWE,2017,GN_FB_BNK_ACCSS,Y_GE15,F,51.66
470,ZWE,2017,GN_FB_BNK_ACCSS,Y_GE15,M,59.23
471,ZWE,2017,GN_ED_ATTN,Y_GE25,F,9.35805
472,AFG,2018,GN_MTNTY_LV_BNFTS,_T,F,No
473,AFG,2018,GN_PTNTY_LV_BNFTS,_T,M,Yes
474,AGO,2018,GN_MTNTY_LV_BNFTS,_T,F,No
475,AGO,2018,GN_PTNTY_LV_BNFTS,_T,M,No
476,ALB,2018,GN_MTNTY_LV_BNFTS,_T,F,Yes
477,ALB,2018,GN_PTNTY_LV_BNFTS,_T,M,Yes
478,ARE,2018,GN_ED_ATTN,Y_GE25,F,65.53579
479,ARE,2018,GN_ED_ATTN,Y_GE25,M,70.40626
480,ARE,2018,GN_MTNTY_LV_BNFTS,_T,F,No
481,ARE,2018,GN_PTNTY_LV_BNFTS,_T,M,No
482,ARG,2018,GN_ED_ATTN,Y_GE25,M,54.82788
483,ARG,2018,GN_ED_ATTN,Y_GE25,F,59.16116
484,ARG,2018,GN_MTNTY_LV_BNFTS,_T,F,No
485,ARG,2018,GN_PTNTY_LV_BNFTS,_T,M,Yes
486,ARM,2018,GN_IT_MOB_OWN,_T,M,75.95
487,ARM,2018,GN_IT_MOB_OWN,_T,F,76.82
488,ARM,2018,GN_PTNTY_LV_BNFTS,_T,M,No
489,ARM,2018,GN_MTNTY_LV_BNFTS,_T,F,Yes
490,ATG,2018,GN_MTNTY_LV_BNFTS,_T,F,No
491,ATG,2018,GN_PTNTY_LV_BNFTS,_T,M,No
492,AUS,2018,GN_ED_ATTN,Y_GE25,F,76.88626
493,AUS,2018,GN_ED_ATTN,Y_GE25,M,79.80776
494,AUS,2018,GN_MTNTY_LV_BNFTS,_T,F,Yes
495,AUS,2018,GN_PTNTY_LV_BNFTS,_T,M,Yes
496,AUT,2018,GN_PTNTY_LV_BNFTS,_T,M,No
497,AUT,2018,GN_MTNTY_LV_BNFTS,_T,F,Yes
498,AZE,2018,GN_PTNTY_LV_BNFTS,_T,M,No
499,AZE,2018,GN_MTNTY_LV_BNFTS,_T,F,Yes
500,BDI,2018,GN_MTNTY_LV_BNFTS,_T,F,No
501,BDI,2018,GN_PTNTY_LV_BNFTS,_T,M,Yes
502,BEL,2018,GN_MTNTY_LV_BNFTS,_T,F,Yes
503,BEL,2018,GN_PTNTY_LV_BNFTS,_T,M,Yes
504,BEN,2018,GN_MTNTY_LV_BNFTS,_T,F,Yes
505,BEN,2018,GN_PTNTY_LV_BNFTS,_T,M,Yes
506,BFA,2018,GN_MTNTY_LV_BNFTS,_T,F,Yes
507,BFA,2018,GN_PTNTY_LV_BNFTS,_T,M,Yes
508,BGD,2018,GN_PTNTY_LV_BNFTS,_T,M,No
509,BGD,2018,GN_MTNTY_LV_BNFTS,_T,F,Yes
510,BGR,2018,GN_MTNTY_LV_BNFTS,_T,F,Yes
511,BGR,2018,GN_PTNTY_LV_BNFTS,_T,M,Yes
512,BHR,2018,GN_ED_ATTN,Y_GE25,F,62.91408
513,BHR,2018,GN_ED_ATTN,Y_GE25,M,65.89412
514,BHR,2018,GN_MTNTY_LV_BNFTS,_T,F,No
515,BHR,2018,GN_PTNTY_LV_BNFTS,_T,M,Yes
516,BHS,2018,GN_MTNTY_LV_BNFTS,_T,F,No
517,BHS,2018,GN_PTNTY_LV_BNFTS,_T,M,No
518,BIH,2018,GN_ED_ATTN,Y_GE25,F,52.49987
519,BIH,2018,GN_ED_ATTN,Y_GE25,M,75.38995
520,BIH,2018,GN_MTNTY_LV_BNFTS,_T,F,Yes
521,BIH,2018,GN_PTNTY_LV_BNFTS,_T,M,Yes
522,BLR,2018,GN_PTNTY_LV_BNFTS,_T,M,No
523,BLR,2018,GN_MTNTY_LV_BNFTS,_T,F,Yes
524,BLZ,2018,GN_PTNTY_LV_BNFTS,_T,M,No
525,BLZ,2018,GN_MTNTY_LV_BNFTS,_T,F,Yes
526,BOL,2018,GN_MTNTY_LV_BNFTS,_T,F,No
527,BOL,2018,GN_PTNTY_LV_BNFTS,_T,M,Yes
528,BRA,2018,GN_ED_ATTN,Y_GE25,M,45.06645
529,BRA,2018,GN_ED_ATTN,Y_GE25,F,49.50601
530,BRA,2018,GN_MTNTY_LV_BNFTS,_T,F,Yes
531,BRA,2018,GN_PTNTY_LV_BNFTS,_T,M,Yes
532,BRB,2018,GN_MTNTY_LV_BNFTS,_T,F,No
533,BRB,2018,GN_PTNTY_LV_BNFTS,_T,M,No
534,BRN,2018,GN_MTNTY_LV_BNFTS,_T,F,No
535,BRN,2018,GN_PTNTY_LV_BNFTS,_T,M,No
536,BTN,2018,GN_MTNTY_LV_BNFTS,_T,F,No
537,BTN,2018,GN_PTNTY_LV_BNFTS,_T,M,Yes
538,BWA,2018,GN_MTNTY_LV_BNFTS,_T,F,No
539,BWA,2018,GN_PTNTY_LV_BNFTS,_T,M,No
540,CAF,2018,GN_PTNTY_LV_BNFTS,_T,M,No
541,CAF,2018,GN_MTNTY_LV_BNFTS,_T,F,Yes
542,CAN,2018,GN_PTNTY_LV_BNFTS,_T,M,No
543,CAN,2018,GN_MTNTY_LV_BNFTS,_T,F,Yes
544,CHE,2018,GN_ED_ATTN,Y_GE25,F,82.52373
545,CHE,2018,GN_ED_ATTN,Y_GE25,M,88.9693
546,CHE,2018,GN_PTNTY_LV_BNFTS,_T,M,No
547,CHE,2018,GN_MTNTY_LV_BNFTS,_T,F,Yes
548,CHL,2018,GN_MTNTY_LV_BNFTS,_T,F,Yes
549,CHL,2018,GN_PTNTY_LV_BNFTS,_T,M,Yes
550,CHN,2018,GN_MTNTY_LV_BNFTS,_T,F,Yes
551,CHN,2018,GN_PTNTY_LV_BNFTS,_T,M,Yes
552,CIV,2018,GN_MTNTY_LV_BNFTS,_T,F,Yes
553,CIV,2018,GN_PTNTY_LV_BNFTS,_T,M,Yes
554,CMR,2018,GN_MTNTY_LV_BNFTS,_T,F,Yes
555,CMR,2018,GN_PTNTY_LV_BNFTS,_T,M,Yes
556,COD,2018,GN_IT_MOB_OWN,_T,F,33.4
557,COD,2018,GN_IT_MOB_OWN,_T,M,53.2
558,COD,2018,GN_MTNTY_LV_BNFTS,_T,F,Yes
559,COD,2018,GN_PTNTY_LV_BNFTS,_T,M,Yes
560,COG,2018,GN_PTNTY_LV_BNFTS,_T,M,No
561,COG,2018,GN_MTNTY_LV_BNFTS,_T,F,Yes
562,COL,2018,GN_ED_ATTN,Y_GE25,M,48.47088
563,COL,2018,GN_ED_ATTN,Y_GE25,F,50.97835
564,COL,2018,GN_MTNTY_LV_BNFTS,_T,F,Yes
565,COL,2018,GN_PTNTY_LV_BNFTS,_T,M,Yes
566,COM,2018,GN_PTNTY_LV_BNFTS,_T,M,No
567,COM,2018,GN_MTNTY_LV_BNFTS,_T,F,Yes
568,CPV,2018,GN_MTNTY_LV_BNFTS,_T,F,No
569,CPV,2018,GN_PTNTY_LV_BNFTS,_T,M,Yes
570,CRI,2018,GN_ED_ATTN,Y_GE25,M,38.40536
571,CRI,2018,GN_ED_ATTN,Y_GE25,F,40.76063
572,CRI,2018,GN_PTNTY_LV_BNFTS,_T,M,No
573,CRI,2018,GN_MTNTY_LV_BNFTS,_T,F,Yes
574,CYP,2018,GN_ED_ATTN,Y_GE25,F,71.68297
575,CYP,2018,GN_ED_ATTN,Y_GE25,M,74.39019
576,CYP,2018,GN_IT_MOB_OWN,_T,F,98.2
577,CYP,2018,GN_IT_MOB_OWN,_T,M,99.11
578,CYP,2018,GN_PTNTY_LV_BNFTS,_T,M,No
579,CYP,2018,GN_MTNTY_LV_BNFTS,_T,F,Yes
580,CZE,2018,GN_IT_MOB_OWN,_T,F,95.55
581,CZE,2018,GN_IT_MOB_OWN,_T,M,96.46
582,CZE,2018,GN_PTNTY_LV_BNFTS,_T,M,No
583,CZE,2018,GN_MTNTY_LV_BNFTS,_T,F,Yes
584,DEU,2018,GN_ED_ATTN,Y_GE25,F,80.11032
585,DEU,2018,GN_ED_ATTN,Y_GE25,M,86.94068
586,DEU,2018,GN_PTNTY_LV_BNFTS,_T,M,No
587,DEU,2018,GN_MTNTY_LV_BNFTS,_T,F,Yes
588,DJI,2018,GN_MTNTY_LV_BNFTS,_T,F,Yes
589,DJI,2018,GN_PTNTY_LV_BNFTS,_T,M,Yes
590,DMA,2018,GN_MTNTY_LV_BNFTS,_T,F,No
591,DMA,2018,GN_PTNTY_LV_BNFTS,_T,M,No
592,DNK,2018,GN_ED_ATTN,Y_GE25,M,78.12859
593,DNK,2018,GN_ED_ATTN,Y_GE25,F,80.42358
594,DNK,2018,GN_MTNTY_LV_BNFTS,_T,F,Yes
595,DNK,2018,GN_PTNTY_LV_BNFTS,_T,M,Yes
596,DOM,2018,GN_IT_MOB_OWN,_T,F,70.41
597,DOM,2018,GN_IT_MOB_OWN,_T,M,70.98
598,DOM,2018,GN_MTNTY_LV_BNFTS,_T,F,Yes
599,DOM,2018,GN_PTNTY_LV_BNFTS,_T,M,Yes
600,DZA,2018,GN_IT_MOB_OWN,_T,F,83.07
601,DZA,2018,GN_IT_MOB_OWN,_T,M,92.62
602,DZA,2018,GN_MTNTY_LV_BNFTS,_T,F,Yes
603,DZA,2018,GN_PTNTY_LV_BNFTS,_T,M,Yes
604,ECU,2018,GN_MTNTY_LV_BNFTS,_T,F,No
605,ECU,2018,GN_PTNTY_LV_BNFTS,_T,M,Yes
606,EGY,2018,GN_MTNTY_LV_BNFTS,_T,F,No
607,EGY,2018,GN_PTNTY_LV_BNFTS,_T,M,No
608,ERI,2018,GN_MTNTY_LV_BNFTS,_T,F,No
609,ERI,2018,GN_PTNTY_LV_BNFTS,_T,M,No
610,ESP,2018,GN_ED_ATTN,Y_GE25,F,50.41531
611,ESP,2018,GN_ED_ATTN,Y_GE25,M,50.41879
612,ESP,2018,GN_MTNTY_LV_BNFTS,_T,F,Yes
613,ESP,2018,GN_PTNTY_LV_BNFTS,_T,M,Yes
614,EST,2018,GN_ED_ATTN,Y_GE25,M,84.31478
615,EST,2018,GN_ED_ATTN,Y_GE25,F,90.70421
616,EST,2018,GN_MTNTY_LV_BNFTS,_T,F,Yes
617,EST,2018,GN_PTNTY_LV_BNFTS,_T,M,Yes
618,ETH,2018,GN_MTNTY_LV_BNFTS,_T,F,No
619,ETH,2018,GN_PTNTY_LV_BNFTS,_T,M,No
620,FIN,2018,GN_IT_MOB_OWN,_T,F,97.96
621,FIN,2018,GN_IT_MOB_OWN,_T,M,98.87
622,FIN,2018,GN_MTNTY_LV_BNFTS,_T,F,Yes
623,FIN,2018,GN_PTNTY_LV_BNFTS,_T,M,Yes
624,FJI,2018,GN_MTNTY_LV_BNFTS,_T,F,No
625,FJI,2018,GN_PTNTY_LV_BNFTS,_T,M,No
626,FRA,2018,GN_IT_MOB_OWN,_T,F,77.8
627,FRA,2018,GN_IT_MOB_OWN,_T,M,79.58
628,FRA,2018,GN_MTNTY_LV_BNFTS,_T,F,Yes
629,FRA,2018,GN_PTNTY_LV_BNFTS,_T,M,Yes
630,FSM,2018,GN_MTNTY_LV_BNFTS,_T,F,No
631,FSM,2018,GN_PTNTY_LV_BNFTS,_T,M,No
632,GAB,2018,GN_PTNTY_LV_BNFTS,_T,M,No
633,GAB,2018,GN_MTNTY_LV_BNFTS,_T,F,Yes
634,GBR,2018,GN_MTNTY_LV_BNFTS,_T,F,Yes
635,GBR,2018,GN_PTNTY_LV_BNFTS,_T,M,Yes
636,GEO,2018,GN_PTNTY_LV_BNFTS,_T,M,No
637,GEO,2018,GN_MTNTY_LV_BNFTS,_T,F,Yes
638,GHA,2018,GN_IT_MOB_OWN,_T,F,68
639,GHA,2018,GN_IT_MOB_OWN,_T,M,79.9
640,GHA,2018,GN_MTNTY_LV_BNFTS,_T,F,No
641,GHA,2018,GN_PTNTY_LV_BNFTS,_T,M,No
642,GIN,2018,GN_ED_ATTN,Y_GE25,M,11.71143
643,GIN,2018,GN_ED_ATTN,Y_GE25,F,3.46635
644,GIN,2018,GN_IT_MOB_OWN,_T,F,68.9
645,GIN,2018,GN_IT_MOB_OWN,_T,M,86
646,GIN,2018,GN_PTNTY_LV_BNFTS,_T,M,No
647,GIN,2018,GN_MTNTY_LV_BNFTS,_T,F,Yes
648,GMB,2018,GN_IT_MOB_OWN,_T,F,74.1
649,GMB,2018,GN_IT_MOB_OWN,_T,M,85.1
650,GMB,2018,GN_MTNTY_LV_BNFTS,_T,F,Yes
651,GMB,2018,GN_PTNTY_LV_BNFTS,_T,M,Yes
652,GNB,2018,GN_MTNTY_LV_BNFTS,_T,F,No
653,GNB,2018,GN_PTNTY_LV_BNFTS,_T,M,No
654,GNQ,2018,GN_MTNTY_LV_BNFTS,_T,F,No
655,GNQ,2018,GN_PTNTY_LV_BNFTS,_T,M,Yes
656,GRC,2018,GN_MTNTY_LV_BNFTS,_T,F,Yes
657,GRC,2018,GN_PTNTY_LV_BNFTS,_T,M,Yes
658,GRD,2018,GN_MTNTY_LV_BNFTS,_T,F,No
659,GRD,2018,GN_PTNTY_LV_BNFTS,_T,M,No
660,GTM,2018,GN_MTNTY_LV_BNFTS,_T,F,No
661,GTM,2018,GN_PTNTY_LV_BNFTS,_T,M,Yes
662,GUY,2018,GN_MTNTY_LV_BNFTS,_T,F,No
663,GUY,2018,GN_PTNTY_LV_BNFTS,_T,M,No
664,HKG,2018,GN_MTNTY_LV_BNFTS,_T,F,No
665,HKG,2018,GN_PTNTY_LV_BNFTS,_T,M,Yes
666,HND,2018,GN_ED_ATTN,Y_GE25,M,21.57374
667,HND,2018,GN_ED_ATTN,Y_GE25,F,24.31634
668,HND,2018,GN_MTNTY_LV_BNFTS,_T,F,No
669,HND,2018,GN_PTNTY_LV_BNFTS,_T,M,No
670,HRV,2018,GN_PTNTY_LV_BNFTS,_T,M,No
671,HRV,2018,GN_MTNTY_LV_BNFTS,_T,F,Yes
672,HTI,2018,GN_MTNTY_LV_BNFTS,_T,F,No
673,HTI,2018,GN_PTNTY_LV_BNFTS,_T,M,No
674,HUN,2018,GN_MTNTY_LV_BNFTS,_T,F,Yes
675,HUN,2018,GN_PTNTY_LV_BNFTS,_T,M,Yes
676,IDN,2018,GN_ED_ATTN,Y_GE25,F,30.9907
677,IDN,2018,GN_ED_ATTN,Y_GE25,M,38.27234
678,IDN,2018,GN_MTNTY_LV_BNFTS,_T,F,No
679,IDN,2018,GN_PTNTY_LV_BNFTS,_T,M,Yes
680,IND,2018,GN_PTNTY_LV_BNFTS,_T,M,No
681,IND,2018,GN_MTNTY_LV_BNFTS,_T,F,Yes
682,IRL,2018,GN_IT_MOB_OWN,_T,F,83
683,IRL,2018,GN_IT_MOB_OWN,_T,M,83
684,IRL,2018,GN_MTNTY_LV_BNFTS,_T,F,Yes
685,IRL,2018,GN_PTNTY_LV_BNFTS,_T,M,Yes
686,IRN,2018,GN_IT_MOB_OWN,_T,F,56.21
687,IRN,2018,GN_IT_MOB_OWN,_T,M,79.55
688,IRN,2018,GN_MTNTY_LV_BNFTS,_T,F,Yes
689,IRN,2018,GN_PTNTY_LV_BNFTS,_T,M,Yes
690,IRQ,2018,GN_IT_MOB_OWN,_T,M,85.09
691,IRQ,2018,GN_IT_MOB_OWN,_T,F,85.57
692,IRQ,2018,GN_PTNTY_LV_BNFTS,_T,M,No
693,IRQ,2018,GN_MTNTY_LV_BNFTS,_T,F,Yes
694,ISL,2018,GN_MTNTY_LV_BNFTS,_T,F,Yes
695,ISL,2018,GN_PTNTY_LV_BNFTS,_T,M,Yes
696,ISR,2018,GN_IT_MOB_OWN,_T,F,93.61
697,ISR,2018,GN_IT_MOB_OWN,_T,M,94.97
698,ISR,2018,GN_PTNTY_LV_BNFTS,_T,M,No
699,ISR,2018,GN_MTNTY_LV_BNFTS,_T,F,Yes
700,ITA,2018,GN_MTNTY_LV_BNFTS,_T,F,Yes
701,ITA,2018,GN_PTNTY_LV_BNFTS,_T,M,Yes
702,JAM,2018,GN_MTNTY_LV_BNFTS,_T,F,No
703,JAM,2018,GN_PTNTY_LV_BNFTS,_T,M,No
704,JOR,2018,GN_MTNTY_LV_BNFTS,_T,F,No
705,JOR,2018,GN_PTNTY_LV_BNFTS,_T,M,No
706,JPN,2018,GN_PTNTY_LV_BNFTS,_T,M,No
707,JPN,2018,GN_MTNTY_LV_BNFTS,_T,F,Yes
708,KAZ,2018,GN_ED_ATTN,Y_GE25,F,96.8983
709,KAZ,2018,GN_ED_ATTN,Y_GE25,M,97.97015
710,KAZ,2018,GN_PTNTY_LV_BNFTS,_T,M,No
711,KAZ,2018,GN_MTNTY_LV_BNFTS,_T,F,Yes
712,KEN,2018,GN_MTNTY_LV_BNFTS,_T,F,No
713,KEN,2018,GN_PTNTY_LV_BNFTS,_T,M,Yes
714,KGZ,2018,GN_IT_MOB_OWN,_T,F,93.3
715,KGZ,2018,GN_PTNTY_LV_BNFTS,_T,M,No
716,KGZ,2018,GN_MTNTY_LV_BNFTS,_T,F,Yes
717,KHM,2018,GN_IT_MOB_OWN,_T,M,32.26
718,KHM,2018,GN_IT_MOB_OWN,_T,F,33.08
719,KHM,2018,GN_MTNTY_LV_BNFTS,_T,F,No
720,KHM,2018,GN_PTNTY_LV_BNFTS,_T,M,No
721,KIR,2018,GN_MTNTY_LV_BNFTS,_T,F,No
722,KIR,2018,GN_PTNTY_LV_BNFTS,_T,M,No
723,KNA,2018,GN_MTNTY_LV_BNFTS,_T,F,No
724,KNA,2018,GN_PTNTY_LV_BNFTS,_T,M,No
725,KOR,2018,GN_MTNTY_LV_BNFTS,_T,F,Yes
726,KOR,2018,GN_PTNTY_LV_BNFTS,_T,M,Yes
727,KWT,2018,GN_ED_ATTN,Y_GE25,M,27.14045
728,KWT,2018,GN_ED_ATTN,Y_GE25,F,39.28445
729,KWT,2018,GN_MTNTY_LV_BNFTS,_T,F,No
730,KWT,2018,GN_PTNTY_LV_BNFTS,_T,M,No
731,LAO,2018,GN_MTNTY_LV_BNFTS,_T,F,Yes
732,LAO,2018,GN_PTNTY_LV_BNFTS,_T,M,Yes
733,LBN,2018,GN_MTNTY_LV_BNFTS,_T,F,No
734,LBN,2018,GN_PTNTY_LV_BNFTS,_T,M,No
735,LBR,2018,GN_PTNTY_LV_BNFTS,_T,M,No
736,LBR,2018,GN_MTNTY_LV_BNFTS,_T,F,Yes
737,LBY,2018,GN_PTNTY_LV_BNFTS,_T,M,No
738,LBY,2018,GN_MTNTY_LV_BNFTS,_T,F,Yes
739,LCA,2018,GN_MTNTY_LV_BNFTS,_T,F,No
740,LCA,2018,GN_PTNTY_LV_BNFTS,_T,M,No
741,LKA,2018,GN_ED_ATTN,Y_GE25,M,61.52945
742,LKA,2018,GN_ED_ATTN,Y_GE25,F,64.32255
743,LKA,2018,GN_MTNTY_LV_BNFTS,_T,F,No
744,LKA,2018,GN_PTNTY_LV_BNFTS,_T,M,No
745,LSO,2018,GN_IT_MOB_OWN,_T,M,83.6
746,LSO,2018,GN_IT_MOB_OWN,_T,F,86.9
747,LSO,2018,GN_MTNTY_LV_BNFTS,_T,F,No
748,LSO,2018,GN_PTNTY_LV_BNFTS,_T,M,No
749,LTU,2018,GN_IT_MOB_OWN,_T,M,95.5
750,LTU,2018,GN_IT_MOB_OWN,_T,F,95.88
751,LTU,2018,GN_MTNTY_LV_BNFTS,_T,F,Yes
752,LTU,2018,GN_PTNTY_LV_BNFTS,_T,M,Yes
753,LUX,2018,GN_MTNTY_LV_BNFTS,_T,F,Yes
754,LUX,2018,GN_PTNTY_LV_BNFTS,_T,M,Yes
755,LVA,2018,GN_ED_ATTN,Y_GE25,M,87.88248
756,LVA,2018,GN_ED_ATTN,Y_GE25,F,92.40525
757,LVA,2018,GN_MTNTY_LV_BNFTS,_T,F,Yes
758,LVA,2018,GN_PTNTY_LV_BNFTS,_T,M,Yes
759,MAR,2018,GN_MTNTY_LV_BNFTS,_T,F,Yes
760,MAR,2018,GN_PTNTY_LV_BNFTS,_T,M,Yes
761,MDA,2018,GN_ED_ATTN,Y_GE25,F,73.99986
762,MDA,2018,GN_ED_ATTN,Y_GE25,M,76.68044
763,MDA,2018,GN_MTNTY_LV_BNFTS,_T,F,Yes
764,MDA,2018,GN_PTNTY_LV_BNFTS,_T,M,Yes
765,MDG,2018,GN_IT_MOB_OWN,_T,F,32
766,MDG,2018,GN_IT_MOB_OWN,_T,M,42.1
767,MDG,2018,GN_PTNTY_LV_BNFTS,_T,M,No
768,MDG,2018,GN_MTNTY_LV_BNFTS,_T,F,Yes
769,MDV,2018,GN_MTNTY_LV_BNFTS,_T,F,No
770,MDV,2018,GN_PTNTY_LV_BNFTS,_T,M,Yes
771,MEX,2018,GN_ED_ATTN,Y_GE25,F,34.80266
772,MEX,2018,GN_ED_ATTN,Y_GE25,M,36.62654
773,MEX,2018,GN_MTNTY_LV_BNFTS,_T,F,No
774,MEX,2018,GN_PTNTY_LV_BNFTS,_T,M,Yes
