,REF_AREA,TIME_PERIOD,INDICATOR,AGE,SEX,OBS_VALUE
1691,BRA,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,_T,21
1692,BRA,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,F,26.8
1693,BTN,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,M,5.4
1694,BTN,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,_T,7.7
1695,BTN,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,F,9.4
1696,CAN,2012,WT_ADLS_15-19_ED_NEET,Y15T19,F,12.3
1697,CAN,2012,WT_ADLS_15-19_ED_NEET,Y15T19,_T,12.8
1698,CAN,2012,WT_ADLS_15-19_ED_NEET,Y15T19,M,13.3
1699,CAN,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,F,18.2
1700,CAN,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,_T,20.1
1701,CAN,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,M,22
1702,CHE,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,F,7.6
1703,CHE,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,_T,7.7
1704,CHE,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,M,7.9
1705,CHL,2012,WT_ADLS_15-19_ED_NEET,Y15T19,M,11.5
1706,CHL,2012,WT_ADLS_15-19_ED_NEET,Y15T19,_T,13.8
1707,CHL,2012,WT_ADLS_15-19_ED_NEET,Y15T19,F,16.5
1708,CHL,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,M,17.8
1709,CHL,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,_T,21.2
1710,CHL,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,F,27
1711,CIV,2012,WT_ADLS_15-19_ED_NEET,Y15T19,M,10.1
1712,CIV,2012,WT_ADLS_15-19_ED_NEET,Y15T19,_T,11.1
1713,CIV,2012,WT_ADLS_15-19_ED_NEET,Y15T19,F,11.9
1714,CIV,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,M,7.3
1715,CIV,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,_T,7.4
1716,CIV,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,F,7.5
1717,COD,2012,WT_ADLS_15-19_ED_NEET,Y15T19,M,12.3
1718,COD,2012,WT_ADLS_15-19_ED_NEET,Y15T19,_T,16.5
1719,COD,2012,WT_ADLS_15-19_ED_NEET,Y15T19,F,20.5
1720,COD,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,F,5.5
1721,COD,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,_T,6.7
1722,COD,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,M,8.4
1723,COL,2012,WT_ADLS_15-19_ED_NEET,Y15T19,M,13.6
1724,COL,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,M,16.7
1725,COL,2012,WT_ADLS_15-19_ED_NEET,Y15T19,_T,19.2
1726,COL,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,_T,21.4
1727,COL,2012,WT_ADLS_15-19_ED_NEET,Y15T19,F,25.3
1728,COL,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,F,29.2
1729,CRI,2012,WT_ADLS_15-19_ED_NEET,Y15T19,M,12.6
1730,CRI,2012,WT_ADLS_15-19_ED_NEET,Y15T19,_T,15.7
1731,CRI,2012,WT_ADLS_15-19_ED_NEET,Y15T19,F,19.2
1732,CRI,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,M,24.1
1733,CRI,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,_T,30.2
1734,CRI,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,F,43.7
1735,CYP,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,F,40
1736,CYP,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,_T,47.3
1737,CYP,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,M,53.6
1738,CZE,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,F,43.9
1739,CZE,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,_T,46.4
1740,CZE,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,M,47.9
1741,DEU,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,F,9.1
1742,DEU,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,M,9.1
1743,DEU,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,_T,9.1
1744,DNK,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,F,17.9
1745,DNK,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,_T,19.7
1746,DNK,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,M,21.4
1747,DOM,2012,WT_ADLS_15-19_ED_NEET,Y15T19,M,13.3
1748,DOM,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,M,14.9
1749,DOM,2012,WT_ADLS_15-19_ED_NEET,Y15T19,_T,15
1750,DOM,2012,WT_ADLS_15-19_ED_NEET,Y15T19,F,16.8
1751,DOM,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,_T,17.1
1752,DOM,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,F,22.7
1753,DZA,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,M,30.9
1754,DZA,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,_T,31.7
1755,DZA,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,F,39.5
1756,ECU,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,F,10.7
1757,ECU,2012,WT_ADLS_15-19_ED_NEET,Y15T19,_T,13.1
1758,ECU,2012,WT_ADLS_15-19_ED_NEET,Y15T19,F,18.2
1759,ECU,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,M,7.9
1760,ECU,2012,WT_ADLS_15-19_ED_NEET,Y15T19,M,8.1
1761,ECU,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,_T,8.8
1762,EGY,2012,WT_ADLS_15-19_ED_NEET,Y15T19,_T,15.7
1763,EGY,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,M,22.2
1764,EGY,2012,WT_ADLS_15-19_ED_NEET,Y15T19,F,24.3
1765,EGY,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,_T,26.4
1766,EGY,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,F,46.5
1767,EGY,2012,WT_ADLS_15-19_ED_NEET,Y15T19,M,7.9
1768,ESP,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,M,72
1769,ESP,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,_T,72.6
1770,ESP,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,F,73.2
1771,EST,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,_T,34.6
1772,EST,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,M,37.5
1773,FIN,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,F,28.2
1774,FIN,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,_T,29.4
1775,FIN,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,M,31
1776,FRA,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,M,31.2
1777,FRA,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,_T,32.4
1778,FRA,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,F,34.2
1779,GBR,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,F,26.8
1780,GBR,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,_T,30.5
1781,GBR,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,M,33.9
1782,GEO,2012,WT_ADLS_15-19_ED_NEET,Y15T19,M,17.7
1783,GEO,2012,WT_ADLS_15-19_ED_NEET,Y15T19,_T,19.3
1784,GEO,2012,WT_ADLS_15-19_ED_NEET,Y15T19,F,20.9
1785,GEO,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,M,41.3
1786,GEO,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,_T,42
1787,GEO,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,F,43.4
1788,GMB,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,F,14.2
1789,GMB,2012,WT_ADLS_15-19_ED_NEET,Y15T19,M,20.1
1790,GMB,2012,WT_ADLS_15-19_ED_NEET,Y15T19,_T,28.7
1791,GMB,2012,WT_ADLS_15-19_ED_NEET,Y15T19,F,36
1792,GMB,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,M,5.6
1793,GMB,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,_T,9.9
1794,GRC,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,M,56
1795,GRC,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,_T,65.8
1796,GRC,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,F,78.9
1797,GTM,2012,WT_ADLS_15-19_ED_NEET,Y15T19,_T,18.8
1798,GTM,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,M,3.2
1799,GTM,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,_T,3.9
1800,GTM,2012,WT_ADLS_15-19_ED_NEET,Y15T19,F,32.6
1801,GTM,2012,WT_ADLS_15-19_ED_NEET,Y15T19,M,4.9
1802,GTM,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,F,5.3
1803,HND,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,F,11.7
1804,HND,2012,WT_ADLS_15-19_ED_NEET,Y15T19,M,12.7
1805,HND,2012,WT_ADLS_15-19_ED_NEET,Y15T19,_T,26
1806,HND,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,M,3.9
1807,HND,2012,WT_ADLS_15-19_ED_NEET,Y15T19,F,40.9
1808,HND,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,_T,5.6
1809,HRV,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,F,64
1810,HRV,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,_T,64
1811,HRV,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,M,64.1
1812,HTI,2012,WT_ADLS_15-19_ED_NEET,Y15T19,F,13.1
1813,HTI,2012,WT_ADLS_15-19_ED_NEET,Y15T19,M,6.2
1814,HTI,2012,WT_ADLS_15-19_ED_NEET,Y15T19,_T,9.7
1815,HUN,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,F,48.4
1816,HUN,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,_T,51.7
1817,HUN,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,M,53.5
1818,IDN,2012,WT_ADLS_15-19_ED_NEET,Y15T19,M,14.2
1819,IDN,2012,WT_ADLS_15-19_ED_NEET,Y15T19,_T,17
1820,IDN,2012,WT_ADLS_15-19_ED_NEET,Y15T19,F,19.9
1821,IDN,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,M,20.8
1822,IDN,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,_T,20.8
1823,IDN,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,F,21
1824,IND,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,_T,11.5
1825,IND,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,M,12.1
1826,IND,2012,WT_ADLS_15-19_ED_NEET,Y15T19,_T,18.4
1827,IND,2012,WT_ADLS_15-19_ED_NEET,Y15T19,F,31.6
1828,IND,2012,WT_ADLS_15-19_ED_NEET,Y15T19,M,7.5
1829,IND,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,F,9.4
1830,IRL,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,F,35.7
1831,IRL,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,_T,40
1832,IRL,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,M,43.7
1833,IRN,2012,WT_ADLS_15-19_ED_NEET,Y15T19,M,13.8
1834,IRN,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,M,18.6
1835,IRN,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,_T,19.1
1836,IRN,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,F,21.2
1837,IRN,2012,WT_ADLS_15-19_ED_NEET,Y15T19,_T,22
1838,IRN,2012,WT_ADLS_15-19_ED_NEET,Y15T19,F,30.9
1839,IRQ,2012,WT_ADLS_15-19_ED_NEET,Y15T19,M,16.6
1840,IRQ,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,_T,18.5
1841,IRQ,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,M,19.4
1842,IRQ,2012,WT_ADLS_15-19_ED_NEET,Y15T19,_T,36.3
1843,IRQ,2012,WT_ADLS_15-19_ED_NEET,Y15T19,F,56.2
1844,IRQ,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,F,7.4
1845,ISL,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,F,12.4
1846,ISL,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,_T,16.1
1847,ISL,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,M,20.2
1848,ISR,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,F,13.1
1849,ISR,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,_T,14.7
1850,ISR,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,M,16.3
1851,ITA,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,M,55.3
1852,ITA,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,_T,56.3
1853,ITA,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,F,58
1854,JAM,2012,WT_ADLS_15-19_ED_NEET,Y15T19,M,23.3
1855,JAM,2012,WT_ADLS_15-19_ED_NEET,Y15T19,_T,23.5
1856,JAM,2012,WT_ADLS_15-19_ED_NEET,Y15T19,F,23.7
1857,JAM,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,M,31.3
1858,JAM,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,_T,36.3
1859,JAM,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,F,45.1
1860,JOR,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,F,31.2
1861,JOR,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,_T,35.3
1862,JOR,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,M,35.5
1863,JPN,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,F,8.2
1864,JPN,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,_T,8.7
1865,JPN,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,M,9.2
1866,KGZ,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,M,20
1867,KGZ,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,_T,21.4
1868,KGZ,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,F,23.5
1869,KHM,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,F,1.4
1870,KHM,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,M,1.4
1871,KHM,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,_T,1.4
1872,KHM,2012,WT_ADLS_15-19_ED_NEET,Y15T19,_T,10.1
1873,KHM,2012,WT_ADLS_15-19_ED_NEET,Y15T19,F,11.1
1874,KHM,2012,WT_ADLS_15-19_ED_NEET,Y15T19,M,9.2
1875,KOR,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,F,7.9
1876,KOR,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,_T,8
1877,KOR,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,M,8.1
1878,LUX,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,_T,22.3
1879,LVA,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,F,55.7
1880,LVA,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,_T,59.3
1881,LVA,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,M,62.3
1882,MAR,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,F,10.8
1883,MAR,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,_T,15.7
1884,MAR,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,M,17.4
1885,MDA,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,M,13
1886,MDA,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,_T,14.7
1887,MDA,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,F,18
1888,MDG,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,F,0.6
1889,MDG,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,_T,0.6
1890,MDG,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,M,0.7
1891,MDG,2012,WT_ADLS_15-19_ED_NEET,Y15T19,M,3.3
1892,MDG,2012,WT_ADLS_15-19_ED_NEET,Y15T19,_T,3.3
1893,MDG,2012,WT_ADLS_15-19_ED_NEET,Y15T19,F,3.4
1894,MEX,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,F,10.6
1895,MEX,2012,WT_ADLS_15-19_ED_NEET,Y15T19,_T,17.2
1896,MEX,2012,WT_ADLS_15-19_ED_NEET,Y15T19,F,25
1897,MEX,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,M,9.3
1898,MEX,2012,WT_ADLS_15-19_ED_NEET,Y15T19,M,9.6
1899,MEX,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,_T,9.8
1900,MKD,2012,WT_ADLS_15-19_ED_NEET,Y15T19,F,11.2
1901,MKD,2012,WT_ADLS_15-19_ED_NEET,Y15T19,_T,12.8
1902,MKD,2012,WT_ADLS_15-19_ED_NEET,Y15T19,M,14.2
1903,MKD,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,F,51.8
1904,MKD,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,_T,58.7
1905,MKD,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,M,61.9
1906,MLT,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,M,26.9
1907,MLT,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,_T,29.1
1908,MLT,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,F,31.6
1909,MNE,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,M,56.6
1910,MNE,2012,WT_ADLS_15-19_ED_NEET,Y15T19,M,6.3
1911,MNE,2012,WT_ADLS_15-19_ED_NEET,Y15T19,_T,6.8
1912,MNE,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,_T,62.8
1913,MNE,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,F,69
1914,MNE,2012,WT_ADLS_15-19_ED_NEET,Y15T19,F,7.3
1915,MNG,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,M,2.7
1916,MNG,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,_T,4
1917,MNG,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,F,5.6
1918,MNG,2012,WT_ADLS_15-19_ED_NEET,Y15T19,F,6.9
1919,MNG,2012,WT_ADLS_15-19_ED_NEET,Y15T19,_T,8
1920,MNG,2012,WT_ADLS_15-19_ED_NEET,Y15T19,M,9.1
1921,MRT,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,M,10.4
1922,MRT,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,_T,10.7
1923,MRT,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,F,11
1924,MRT,2012,WT_ADLS_15-19_ED_NEET,Y15T19,M,18.6
1925,MRT,2012,WT_ADLS_15-19_ED_NEET,Y15T19,_T,31.3
1926,MRT,2012,WT_ADLS_15-19_ED_NEET,Y15T19,F,41.6
1927,MUS,2012,WT_ADLS_15-19_ED_NEET,Y15T19,M,16.4
1928,MUS,2012,WT_ADLS_15-19_ED_NEET,Y15T19,_T,18
1929,MUS,2012,WT_ADLS_15-19_ED_NEET,Y15T19,F,19.6
1930,MUS,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,M,28.5
1931,MUS,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,_T,34.5
1932,MUS,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,F,43.6
1933,MYS,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,F,14.7
1934,MYS,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,_T,15
1935,MYS,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,M,15.2
1936,NAM,2012,WT_ADLS_15-19_ED_NEET,Y15T19,M,15.7
1937,NAM,2012,WT_ADLS_15-19_ED_NEET,Y15T19,_T,18.1
1938,NAM,2012,WT_ADLS_15-19_ED_NEET,Y15T19,F,20.5
1939,NAM,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,M,24.9
1940,NAM,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,_T,33.4
1941,NAM,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,F,42.6
1942,NER,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,M,4
1943,NER,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,_T,5.1
1944,NER,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,F,7.4
1945,NIC,2012,WT_ADLS_15-19_ED_NEET,Y15T19,_T,12.5
1946,NIC,2012,WT_ADLS_15-19_ED_NEET,Y15T19,F,19.3
1947,NIC,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,M,5
1948,NIC,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,_T,6.1
1949,NIC,2012,WT_ADLS_15-19_ED_NEET,Y15T19,M,6.2
1950,NIC,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,F,7.8
1951,NLD,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,M,14.9
1952,NLD,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,_T,15.1
1953,NLD,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,F,15.3
1954,NOR,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,_T,10.6
1955,NOR,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,M,12.4
1956,NOR,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,F,9
1957,NZL,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,F,25.8
1958,NZL,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,_T,26
1959,NZL,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,M,26.3
1960,PAN,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,F,12.4
1961,PAN,2012,WT_ADLS_15-19_ED_NEET,Y15T19,_T,13
1962,PAN,2012,WT_ADLS_15-19_ED_NEET,Y15T19,F,17.9
1963,PAN,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,M,7.4
1964,PAN,2012,WT_ADLS_15-19_ED_NEET,Y15T19,M,7.9
1965,PAN,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,_T,9
1966,PER,2012,WT_ADLS_15-19_ED_NEET,Y15T19,M,12.8
1967,PER,2012,WT_ADLS_15-19_ED_NEET,Y15T19,_T,14.9
1968,PER,2012,WT_ADLS_15-19_ED_NEET,Y15T19,F,17.2
1969,PER,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,M,5.8
1970,PER,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,_T,7.2
1971,PER,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,F,8.8
1972,PHL,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,F,10.1
1973,PHL,2012,WT_ADLS_15-19_ED_NEET,Y15T19,M,15
1974,PHL,2012,WT_ADLS_15-19_ED_NEET,Y15T19,_T,18.2
1975,PHL,2012,WT_ADLS_15-19_ED_NEET,Y15T19,F,21.5
1976,PHL,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,M,6.3
1977,PHL,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,_T,7.7
1978,POL,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,M,34.1
1979,POL,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,_T,37.7
1980,POL,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,F,43.1
1981,PRT,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,M,53.2
1982,PRT,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,_T,56.4
1983,PRT,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,F,60.6
1984,PRY,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,_T,10.2
1985,PRY,2012,WT_ADLS_15-19_ED_NEET,Y15T19,_T,11.8
1986,PRY,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,F,13.4
1987,PRY,2012,WT_ADLS_15-19_ED_NEET,Y15T19,F,17.2
1988,PRY,2012,WT_ADLS_15-19_ED_NEET,Y15T19,M,6.9
1989,PRY,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,M,8.4
1990,PSE,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,F,13.4
1991,PSE,2012,WT_ADLS_15-19_ED_NEET,Y15T19,M,16.4
1992,PSE,2012,WT_ADLS_15-19_ED_NEET,Y15T19,_T,16.7
1993,PSE,2012,WT_ADLS_15-19_ED_NEET,Y15T19,F,17.1
1994,PSE,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,_T,33.6
1995,PSE,2012,WT_ADLS_15-19_LAB_FRC_UNEMP,Y15T19,M,34.6
