,REF_AREA,TIME_PERIOD,INDICATOR,AGE,SEX,OBS_VALUE
0,AFG,1980,IM_PAB,Y0,_T,1
1,AFG,1980,IM_MCV1,M12T23,_T,11
2,AFG,1980,IM_DTP1,M12T23,_T,22
3,AFG,1980,IM_DTP3,M12T23,_T,4
4,ALB,1980,IM_MCV1,M12T23,_T,90
5,ALB,1980,IM_POL3,M12T23,_T,92
6,ALB,1980,IM_BCG,Y0,_T,93
7,ALB,1980,IM_DTP3,M12T23,_T,94
8,ALB,1980,IM_DTP1,M12T23,_T,97
9,ARE,1980,IM_DTP3,M12T23,_T,11
10,ARE,1980,IM_POL3,M12T23,_T,11
11,ARE,1980,IM_BCG,Y0,_T,15
12,ARE,1980,IM_DTP1,M12T23,_T,32
13,ARE,1980,IM_MCV1,M12T23,_T,34
14,ARG,1980,IM_POL3,M12T23,_T,33
15,ARG,1980,IM_DTP3,M12T23,_T,44
16,ARG,1980,IM_MCV1,M12T23,_T,61
17,ARG,1980,IM_BCG,Y0,_T,62
18,ARG,1980,IM_DTP1,M12T23,_T,69
19,ATG,1980,IM_POL3,M12T23,_T,36
20,ATG,1980,IM_DTP3,M12T23,_T,54
21,ATG,1980,IM_DTP1,M12T23,_T,77
22,AUS,1980,IM_POL3,M12T23,_T,17
23,AUS,1980,IM_DTP3,M12T23,_T,33
24,AUS,1980,IM_DTP1,M12T23,_T,58
25,AUT,1980,IM_BCG,Y0,_T,90
26,AUT,1980,IM_DTP3,M12T23,_T,90
27,AUT,1980,IM_POL3,M12T23,_T,90
28,AUT,1980,IM_DTP1,M12T23,_T,96
29,BEL,1980,IM_DTP3,M12T23,_T,95
30,BEL,1980,IM_DTP1,M12T23,_T,98
31,BEL,1980,IM_POL3,M12T23,_T,99
32,BGD,1980,IM_PAB,Y0,_T,2
33,BGR,1980,IM_DTP1,M12T23,_T,98
34,BGR,1980,IM_DTP3,M12T23,_T,98
35,BGR,1980,IM_MCV1,M12T23,_T,98
36,BGR,1980,IM_BCG,Y0,_T,99
37,BGR,1980,IM_POL3,M12T23,_T,99
38,BHR,1980,IM_MCV1,M12T23,_T,45
39,BHR,1980,IM_RCV1,M12T23,_T,45
40,BHR,1980,IM_PAB,Y0,_T,5
41,BHR,1980,IM_DTP3,M12T23,_T,72
42,BHR,1980,IM_POL3,M12T23,_T,72
43,BHR,1980,IM_DTP1,M12T23,_T,89
44,BHS,1980,IM_POL3,M12T23,_T,35
45,BHS,1980,IM_DTP3,M12T23,_T,36
46,BHS,1980,IM_DTP1,M12T23,_T,61
47,BLZ,1980,IM_MCV1,M12T23,_T,21
48,BLZ,1980,IM_POL3,M12T23,_T,44
49,BLZ,1980,IM_DTP3,M12T23,_T,47
50,BLZ,1980,IM_BCG,Y0,_T,71
51,BLZ,1980,IM_DTP1,M12T23,_T,72
52,BOL,1980,IM_DTP3,M12T23,_T,11
53,BOL,1980,IM_MCV1,M12T23,_T,13
54,BOL,1980,IM_POL3,M12T23,_T,14
55,BOL,1980,IM_BCG,Y0,_T,30
56,BOL,1980,IM_DTP1,M12T23,_T,32
57,BRA,1980,IM_DTP3,M12T23,_T,37
58,BRA,1980,IM_BCG,Y0,_T,56
59,BRA,1980,IM_MCV1,M12T23,_T,57
60,BRA,1980,IM_DTP1,M12T23,_T,62
61,BRA,1980,IM_POL3,M12T23,_T,69
62,BRB,1980,IM_MCV1,M12T23,_T,41
63,BRB,1980,IM_DTP3,M12T23,_T,60
64,BRB,1980,IM_DTP1,M12T23,_T,82
65,BRB,1980,IM_POL3,M12T23,_T,99
66,BRN,1980,IM_MCV1,M12T23,_T,73
67,BRN,1980,IM_DTP3,M12T23,_T,89
68,BRN,1980,IM_POL3,M12T23,_T,89
69,BRN,1980,IM_DTP1,M12T23,_T,96
70,BRN,1980,IM_BCG,Y0,_T,99
71,BTN,1980,IM_MCV1,M12T23,_T,21
72,BTN,1980,IM_DTP1,M12T23,_T,25
73,BTN,1980,IM_POL3,M12T23,_T,4
74,BTN,1980,IM_BCG,Y0,_T,43
75,BTN,1980,IM_DTP3,M12T23,_T,6
76,BWA,1980,IM_POL3,M12T23,_T,46
77,BWA,1980,IM_MCV1,M12T23,_T,63
78,BWA,1980,IM_DTP3,M12T23,_T,71
79,BWA,1980,IM_DTP1,M12T23,_T,89
80,BWA,1980,IM_BCG,Y0,_T,92
81,CAF,1980,IM_MCV1,M12T23,_T,12
82,CAF,1980,IM_DTP3,M12T23,_T,13
83,CAF,1980,IM_POL3,M12T23,_T,13
84,CAF,1980,IM_BCG,Y0,_T,17
85,CAF,1980,IM_DTP1,M12T23,_T,35
86,CAF,1980,IM_PAB,Y0,_T,8
87,CHL,1980,IM_DTP3,M12T23,_T,93
88,CHL,1980,IM_POL3,M12T23,_T,93
89,CHL,1980,IM_MCV1,M12T23,_T,94
90,CHL,1980,IM_BCG,Y0,_T,96
91,CHL,1980,IM_DTP1,M12T23,_T,97
92,COD,1980,IM_POL3,M12T23,_T,15
93,COD,1980,IM_MCV1,M12T23,_T,18
94,COD,1980,IM_BCG,Y0,_T,57
95,COG,1980,IM_DTP3,M12T23,_T,42
96,COG,1980,IM_POL3,M12T23,_T,42
97,COG,1980,IM_MCV1,M12T23,_T,49
98,COG,1980,IM_DTP1,M12T23,_T,67
99,COG,1980,IM_BCG,Y0,_T,92
100,COK,1980,IM_BCG,Y0,_T,29
101,COK,1980,IM_POL3,M12T23,_T,39
102,COK,1980,IM_DTP3,M12T23,_T,40
103,COK,1980,IM_DTP1,M12T23,_T,65
104,COL,1980,IM_MCV1,M12T23,_T,13
105,COL,1980,IM_DTP3,M12T23,_T,16
106,COL,1980,IM_POL3,M12T23,_T,16
107,COL,1980,IM_PAB,Y0,_T,3
108,COL,1980,IM_DTP1,M12T23,_T,39
109,COL,1980,IM_BCG,Y0,_T,45
110,CRI,1980,IM_MCV1,M12T23,_T,60
111,CRI,1980,IM_BCG,Y0,_T,80
112,CRI,1980,IM_DTP3,M12T23,_T,86
113,CRI,1980,IM_POL3,M12T23,_T,86
114,CRI,1980,IM_DTP1,M12T23,_T,95
115,CUB,1980,IM_MCV1,M12T23,_T,48
116,CUB,1980,IM_DTP3,M12T23,_T,67
117,CUB,1980,IM_DTP1,M12T23,_T,86
118,CUB,1980,IM_BCG,Y0,_T,99
119,CUB,1980,IM_POL3,M12T23,_T,99
120,CYP,1980,IM_MCV1,M12T23,_T,29
121,CYP,1980,IM_RCV1,M12T23,_T,29
122,CYP,1980,IM_DTP3,M12T23,_T,34
123,CYP,1980,IM_POL3,M12T23,_T,35
124,CYP,1980,IM_DTP1,M12T23,_T,59
125,DEU,1980,IM_MCV1,M12T23,_T,25
126,DEU,1980,IM_POL3,M12T23,_T,80
127,DMA,1980,IM_POL3,M12T23,_T,53
128,DMA,1980,IM_DTP3,M12T23,_T,63
129,DMA,1980,IM_BCG,Y0,_T,65
130,DMA,1980,IM_DTP1,M12T23,_T,84
131,DNK,1980,IM_DTP3,M12T23,_T,88
132,DNK,1980,IM_DTP1,M12T23,_T,97
133,DNK,1980,IM_POL3,M12T23,_T,99
134,DOM,1980,IM_PAB,Y0,_T,23
135,DOM,1980,IM_BCG,Y0,_T,29
136,DOM,1980,IM_MCV1,M12T23,_T,30
137,DOM,1980,IM_DTP3,M12T23,_T,36
138,DOM,1980,IM_POL3,M12T23,_T,46
139,DOM,1980,IM_DTP1,M12T23,_T,61
140,ECU,1980,IM_DTP3,M12T23,_T,10
141,ECU,1980,IM_POL3,M12T23,_T,19
142,ECU,1980,IM_PAB,Y0,_T,2
143,ECU,1980,IM_MCV1,M12T23,_T,24
144,ECU,1980,IM_DTP1,M12T23,_T,31
145,ECU,1980,IM_BCG,Y0,_T,76
146,EGY,1980,IM_MCV1,M12T23,_T,41
147,EGY,1980,IM_BCG,Y0,_T,50
148,EGY,1980,IM_DTP3,M12T23,_T,57
149,EGY,1980,IM_POL3,M12T23,_T,67
150,EGY,1980,IM_DTP1,M12T23,_T,80
151,ETH,1980,IM_POL3,M12T23,_T,3
152,ETH,1980,IM_MCV1,M12T23,_T,4
153,FIN,1980,IM_BCG,Y0,_T,90
154,FIN,1980,IM_POL3,M12T23,_T,90
155,FIN,1980,IM_DTP3,M12T23,_T,92
156,FIN,1980,IM_DTP1,M12T23,_T,97
157,FJI,1980,IM_MCV1,M12T23,_T,32
158,FJI,1980,IM_POL3,M12T23,_T,55
159,FJI,1980,IM_DTP3,M12T23,_T,68
160,FJI,1980,IM_DTP1,M12T23,_T,87
161,FJI,1980,IM_BCG,Y0,_T,95
162,FRA,1980,IM_DTP3,M12T23,_T,79
163,FRA,1980,IM_BCG,Y0,_T,80
164,FRA,1980,IM_POL3,M12T23,_T,80
165,FRA,1980,IM_DTP1,M12T23,_T,92
166,GBR,1980,IM_DTP3,M12T23,_T,41
167,GBR,1980,IM_MCV1,M12T23,_T,53
168,GBR,1980,IM_RCV1,M12T23,_T,53
169,GBR,1980,IM_DTP1,M12T23,_T,66
170,GBR,1980,IM_POL3,M12T23,_T,81
171,GHA,1980,IM_MCV1,M12T23,_T,16
172,GHA,1980,IM_DTP1,M12T23,_T,27
173,GHA,1980,IM_PAB,Y0,_T,3
174,GHA,1980,IM_DTP3,M12T23,_T,7
175,GHA,1980,IM_POL3,M12T23,_T,7
176,GMB,1980,IM_POL3,M12T23,_T,53
177,GMB,1980,IM_DTP3,M12T23,_T,63
178,GMB,1980,IM_MCV1,M12T23,_T,69
179,GMB,1980,IM_BCG,Y0,_T,85
180,GMB,1980,IM_DTP1,M12T23,_T,89
181,GRC,1980,IM_DTP3,M12T23,_T,72
182,GRC,1980,IM_DTP1,M12T23,_T,89
183,GRC,1980,IM_POL3,M12T23,_T,90
184,GRC,1980,IM_BCG,Y0,_T,95
185,GRD,1980,IM_DTP3,M12T23,_T,25
186,GRD,1980,IM_POL3,M12T23,_T,32
187,GRD,1980,IM_DTP1,M12T23,_T,50
188,GTM,1980,IM_PAB,Y0,_T,1
189,GTM,1980,IM_MCV1,M12T23,_T,23
190,GTM,1980,IM_BCG,Y0,_T,36
191,GTM,1980,IM_DTP3,M12T23,_T,43
192,GTM,1980,IM_POL3,M12T23,_T,43
193,GTM,1980,IM_DTP1,M12T23,_T,68
194,GUY,1980,IM_DTP3,M12T23,_T,35
195,GUY,1980,IM_POL3,M12T23,_T,42
196,GUY,1980,IM_DTP1,M12T23,_T,60
197,GUY,1980,IM_BCG,Y0,_T,68
198,HND,1980,IM_BCG,Y0,_T,25
199,HND,1980,IM_DTP3,M12T23,_T,28
200,HND,1980,IM_MCV1,M12T23,_T,31
201,HND,1980,IM_POL3,M12T23,_T,31
202,HND,1980,IM_DTP1,M12T23,_T,53
203,HND,1980,IM_PAB,Y0,_T,7
204,HTI,1980,IM_PAB,Y0,_T,14
205,HTI,1980,IM_DTP1,M12T23,_T,21
206,HTI,1980,IM_DTP3,M12T23,_T,3
207,HTI,1980,IM_POL3,M12T23,_T,8
208,HUN,1980,IM_POL3,M12T23,_T,98
209,HUN,1980,IM_BCG,Y0,_T,99
210,HUN,1980,IM_DTP1,M12T23,_T,99
211,HUN,1980,IM_DTP3,M12T23,_T,99
212,HUN,1980,IM_MCV1,M12T23,_T,99
213,IDN,1980,IM_PAB,Y0,_T,6
214,IDN,1980,IM_BCG,Y0,_T,61
215,IND,1980,IM_POL3,M12T23,_T,2
216,IND,1980,IM_PAB,Y0,_T,20
217,IND,1980,IM_DTP1,M12T23,_T,25
218,IND,1980,IM_DTP3,M12T23,_T,6
219,IRL,1980,IM_DTP3,M12T23,_T,34
220,IRL,1980,IM_DTP1,M12T23,_T,59
221,IRL,1980,IM_POL3,M12T23,_T,72
222,IRN,1980,IM_PAB,Y0,_T,1
223,IRN,1980,IM_DTP3,M12T23,_T,32
224,IRN,1980,IM_POL3,M12T23,_T,38
225,IRN,1980,IM_MCV1,M12T23,_T,39
226,IRN,1980,IM_DTP1,M12T23,_T,57
227,IRN,1980,IM_BCG,Y0,_T,7
228,IRQ,1980,IM_DTP3,M12T23,_T,14
229,IRQ,1980,IM_POL3,M12T23,_T,16
230,IRQ,1980,IM_DTP1,M12T23,_T,36
231,IRQ,1980,IM_PAB,Y0,_T,4
232,IRQ,1980,IM_BCG,Y0,_T,76
233,IRQ,1980,IM_MCV1,M12T23,_T,9
234,ISL,1980,IM_DTP1,M12T23,_T,99
235,ISL,1980,IM_DTP3,M12T23,_T,99
236,ISL,1980,IM_POL3,M12T23,_T,99
237,ISR,1980,IM_BCG,Y0,_T,75
238,ISR,1980,IM_MCV1,M12T23,_T,81
239,ISR,1980,IM_DTP3,M12T23,_T,84
240,ISR,1980,IM_POL3,M12T23,_T,85
241,ISR,1980,IM_DTP1,M12T23,_T,94
242,JAM,1980,IM_DTP3,M12T23,_T,24
243,JAM,1980,IM_POL3,M12T23,_T,34
244,JAM,1980,IM_BCG,Y0,_T,38
245,JAM,1980,IM_DTP1,M12T23,_T,48
246,JOR,1980,IM_MCV1,M12T23,_T,29
247,JOR,1980,IM_DTP3,M12T23,_T,30
248,JOR,1980,IM_POL3,M12T23,_T,32
249,JOR,1980,IM_DTP1,M12T23,_T,55
250,JPN,1980,IM_DTP3,M12T23,_T,60
251,JPN,1980,IM_MCV1,M12T23,_T,69
252,JPN,1980,IM_DTP1,M12T23,_T,82
253,KIR,1980,IM_POL3,M12T23,_T,10
254,KIR,1980,IM_DTP3,M12T23,_T,43
255,KIR,1980,IM_BCG,Y0,_T,66
256,KIR,1980,IM_DTP1,M12T23,_T,68
257,KNA,1980,IM_DTP3,M12T23,_T,56
258,KNA,1980,IM_POL3,M12T23,_T,76
259,KNA,1980,IM_DTP1,M12T23,_T,79
260,KOR,1980,IM_MCV1,M12T23,_T,4
261,KWT,1980,IM_MCV1,M12T23,_T,48
262,KWT,1980,IM_PAB,Y0,_T,6
263,KWT,1980,IM_DTP3,M12T23,_T,67
264,KWT,1980,IM_POL3,M12T23,_T,70
265,KWT,1980,IM_DTP1,M12T23,_T,86
266,LBN,1980,IM_DTP1,M12T23,_T,17
267,LBY,1980,IM_DTP3,M12T23,_T,60
268,LBY,1980,IM_POL3,M12T23,_T,60
269,LBY,1980,IM_MCV1,M12T23,_T,61
270,LBY,1980,IM_DTP1,M12T23,_T,82
271,LBY,1980,IM_BCG,Y0,_T,88
272,LCA,1980,IM_BCG,Y0,_T,27
273,LCA,1980,IM_DTP3,M12T23,_T,56
274,LCA,1980,IM_POL3,M12T23,_T,58
275,LCA,1980,IM_DTP1,M12T23,_T,79
276,LKA,1980,IM_PAB,Y0,_T,45
277,LKA,1980,IM_DTP3,M12T23,_T,46
278,LKA,1980,IM_POL3,M12T23,_T,46
279,LKA,1980,IM_BCG,Y0,_T,61
280,LKA,1980,IM_DTP1,M12T23,_T,71
281,LSO,1980,IM_MCV1,M12T23,_T,49
282,LSO,1980,IM_DTP3,M12T23,_T,56
283,LSO,1980,IM_POL3,M12T23,_T,56
284,LSO,1980,IM_DTP1,M12T23,_T,75
285,LSO,1980,IM_BCG,Y0,_T,81
286,MDG,1980,IM_BCG,Y0,_T,21
287,MDV,1980,IM_DTP1,M12T23,_T,22
288,MDV,1980,IM_DTP3,M12T23,_T,4
289,MDV,1980,IM_POL3,M12T23,_T,4
290,MDV,1980,IM_BCG,Y0,_T,7
291,MDV,1980,IM_PAB,Y0,_T,8
292,MEX,1980,IM_MCV1,M12T23,_T,35
293,MEX,1980,IM_DTP3,M12T23,_T,44
294,MEX,1980,IM_BCG,Y0,_T,48
295,MEX,1980,IM_PAB,Y0,_T,5
296,MEX,1980,IM_DTP1,M12T23,_T,69
297,MEX,1980,IM_POL3,M12T23,_T,91
298,MMR,1980,IM_DTP1,M12T23,_T,22
299,MMR,1980,IM_PAB,Y0,_T,3
300,MMR,1980,IM_DTP3,M12T23,_T,4
301,MMR,1980,IM_BCG,Y0,_T,9
302,MNG,1980,IM_MCV1,M12T23,_T,17
303,MNG,1980,IM_BCG,Y0,_T,51
304,MNG,1980,IM_DTP3,M12T23,_T,76
305,MNG,1980,IM_POL3,M12T23,_T,86
306,MNG,1980,IM_DTP1,M12T23,_T,91
307,MUS,1980,IM_PAB,Y0,_T,1
308,MUS,1980,IM_BCG,Y0,_T,89
309,MUS,1980,IM_DTP3,M12T23,_T,89
310,MUS,1980,IM_POL3,M12T23,_T,90
311,MUS,1980,IM_DTP1,M12T23,_T,96
312,MWI,1980,IM_POL3,M12T23,_T,28
313,MWI,1980,IM_MCV1,M12T23,_T,49
314,MWI,1980,IM_DTP3,M12T23,_T,58
315,MWI,1980,IM_DTP1,M12T23,_T,80
316,MYS,1980,IM_PAB,Y0,_T,20
317,MYS,1980,IM_DTP3,M12T23,_T,67
318,MYS,1980,IM_POL3,M12T23,_T,67
319,MYS,1980,IM_DTP1,M12T23,_T,86
320,MYS,1980,IM_BCG,Y0,_T,94
321,NIC,1980,IM_MCV1,M12T23,_T,15
322,NIC,1980,IM_DTP3,M12T23,_T,16
323,NIC,1980,IM_POL3,M12T23,_T,21
324,NIC,1980,IM_BCG,Y0,_T,34
325,NIC,1980,IM_DTP1,M12T23,_T,39
326,NIU,1980,IM_DTP1,M12T23,_T,27
327,NIU,1980,IM_DTP3,M12T23,_T,7
328,NIU,1980,IM_POL3,M12T23,_T,76
329,NIU,1980,IM_MCV1,M12T23,_T,77
330,NIU,1980,IM_RCV1,M12T23,_T,77
331,NIU,1980,IM_BCG,Y0,_T,85
332,NLD,1980,IM_MCV1,M12T23,_T,91
333,NLD,1980,IM_RCV1,M12T23,_T,91
334,NLD,1980,IM_DTP3,M12T23,_T,96
335,NLD,1980,IM_POL3,M12T23,_T,96
336,NLD,1980,IM_DTP1,M12T23,_T,98
337,NPL,1980,IM_PAB,Y0,_T,1
338,NPL,1980,IM_BCG,Y0,_T,22
339,NPL,1980,IM_DTP1,M12T23,_T,28
340,NPL,1980,IM_DTP3,M12T23,_T,8
341,NZL,1980,IM_DTP3,M12T23,_T,76
342,NZL,1980,IM_MCV1,M12T23,_T,80
343,NZL,1980,IM_RCV1,M12T23,_T,80
344,NZL,1980,IM_DTP1,M12T23,_T,91
345,OMN,1980,IM_DTP3,M12T23,_T,18
346,OMN,1980,IM_POL3,M12T23,_T,18
347,OMN,1980,IM_MCV1,M12T23,_T,22
348,OMN,1980,IM_PAB,Y0,_T,35
349,OMN,1980,IM_DTP1,M12T23,_T,41
350,OMN,1980,IM_BCG,Y0,_T,51
351,PAK,1980,IM_MCV1,M12T23,_T,1
352,PAK,1980,IM_DTP3,M12T23,_T,2
353,PAK,1980,IM_POL3,M12T23,_T,2
354,PAK,1980,IM_DTP1,M12T23,_T,20
355,PAK,1980,IM_BCG,Y0,_T,6
356,PAN,1980,IM_DTP3,M12T23,_T,47
357,PAN,1980,IM_POL3,M12T23,_T,70
358,PAN,1980,IM_MCV1,M12T23,_T,71
359,PAN,1980,IM_DTP1,M12T23,_T,72
360,PAN,1980,IM_BCG,Y0,_T,99
361,PER,1980,IM_DTP3,M12T23,_T,16
362,PER,1980,IM_POL3,M12T23,_T,16
363,PER,1980,IM_MCV1,M12T23,_T,23
364,PER,1980,IM_DTP1,M12T23,_T,39
365,PER,1980,IM_BCG,Y0,_T,57
366,PHL,1980,IM_DTP3,M12T23,_T,47
367,PHL,1980,IM_POL3,M12T23,_T,50
368,PHL,1980,IM_BCG,Y0,_T,56
369,PHL,1980,IM_DTP1,M12T23,_T,72
370,PHL,1980,IM_PAB,Y0,_T,8
371,PNG,1980,IM_POL3,M12T23,_T,29
372,PNG,1980,IM_DTP3,M12T23,_T,32
373,PNG,1980,IM_PAB,Y0,_T,45
374,PNG,1980,IM_DTP1,M12T23,_T,57
375,PNG,1980,IM_BCG,Y0,_T,62
376,POL,1980,IM_MCV1,M12T23,_T,92
377,POL,1980,IM_BCG,Y0,_T,93
378,POL,1980,IM_DTP3,M12T23,_T,96
379,POL,1980,IM_POL3,M12T23,_T,96
380,POL,1980,IM_DTP1,M12T23,_T,98
381,PRK,1980,IM_MCV1,M12T23,_T,29
382,PRK,1980,IM_BCG,Y0,_T,50
383,PRK,1980,IM_DTP3,M12T23,_T,50
384,PRK,1980,IM_POL3,M12T23,_T,50
385,PRK,1980,IM_DTP1,M12T23,_T,74
386,PRT,1980,IM_POL3,M12T23,_T,18
387,PRT,1980,IM_MCV1,M12T23,_T,54
388,PRT,1980,IM_DTP3,M12T23,_T,73
389,PRT,1980,IM_DTP1,M12T23,_T,90
390,PRY,1980,IM_POL3,M12T23,_T,14
391,PRY,1980,IM_DTP3,M12T23,_T,17
392,PRY,1980,IM_MCV1,M12T23,_T,19
393,PRY,1980,IM_PAB,Y0,_T,26
394,PRY,1980,IM_BCG,Y0,_T,31
395,PRY,1980,IM_DTP1,M12T23,_T,40
396,QAT,1980,IM_MCV1,M12T23,_T,26
397,QAT,1980,IM_BCG,Y0,_T,4
398,QAT,1980,IM_DTP3,M12T23,_T,61
399,QAT,1980,IM_POL3,M12T23,_T,61
400,QAT,1980,IM_DTP1,M12T23,_T,82
401,SAU,1980,IM_BCG,Y0,_T,33
402,SAU,1980,IM_DTP3,M12T23,_T,41
403,SAU,1980,IM_POL3,M12T23,_T,41
404,SAU,1980,IM_DTP1,M12T23,_T,66
405,SAU,1980,IM_MCV1,M12T23,_T,8
406,SDN,1980,IM_DTP3,M12T23,_T,1
407,SDN,1980,IM_POL3,M12T23,_T,1
408,SDN,1980,IM_DTP1,M12T23,_T,18
409,SDN,1980,IM_BCG,Y0,_T,2
410,SGP,1980,IM_MCV1,M12T23,_T,47
411,SGP,1980,IM_POL3,M12T23,_T,83
412,SGP,1980,IM_DTP3,M12T23,_T,84
413,SGP,1980,IM_BCG,Y0,_T,85
414,SGP,1980,IM_DTP1,M12T23,_T,94
415,SLB,1980,IM_POL3,M12T23,_T,43
416,SLB,1980,IM_DTP3,M12T23,_T,46
417,SLB,1980,IM_BCG,Y0,_T,65
418,SLB,1980,IM_DTP1,M12T23,_T,71
419,SLE,1980,IM_PAB,Y0,_T,8
420,SLV,1980,IM_PAB,Y0,_T,23
421,SLV,1980,IM_POL3,M12T23,_T,42
422,SLV,1980,IM_DTP3,M12T23,_T,44
423,SLV,1980,IM_MCV1,M12T23,_T,45
424,SLV,1980,IM_BCG,Y0,_T,56
425,SLV,1980,IM_DTP1,M12T23,_T,69
426,SOM,1980,IM_BCG,Y0,_T,6
427,SOM,1980,IM_POL3,M12T23,_T,8
428,SOM,1980,IM_MCV1,M12T23,_T,9
429,SUR,1980,IM_POL3,M12T23,_T,24
430,SUR,1980,IM_DTP3,M12T23,_T,25
431,SUR,1980,IM_DTP1,M12T23,_T,50
432,SWE,1980,IM_BCG,Y0,_T,3
433,SWE,1980,IM_MCV1,M12T23,_T,88
434,SWE,1980,IM_POL3,M12T23,_T,97
435,SWE,1980,IM_DTP1,M12T23,_T,99
436,SWE,1980,IM_DTP3,M12T23,_T,99
437,SYR,1980,IM_PAB,Y0,_T,1
438,SYR,1980,IM_DTP3,M12T23,_T,13
439,SYR,1980,IM_MCV1,M12T23,_T,13
440,SYR,1980,IM_POL3,M12T23,_T,13
441,SYR,1980,IM_BCG,Y0,_T,35
442,SYR,1980,IM_DTP1,M12T23,_T,35
443,THA,1980,IM_POL3,M12T23,_T,19
444,THA,1980,IM_PAB,Y0,_T,25
445,THA,1980,IM_DTP3,M12T23,_T,49
446,THA,1980,IM_BCG,Y0,_T,68
447,THA,1980,IM_DTP1,M12T23,_T,73
448,TON,1980,IM_POL3,M12T23,_T,20
449,TON,1980,IM_DTP3,M12T23,_T,40
450,TON,1980,IM_DTP1,M12T23,_T,65
451,TON,1980,IM_BCG,Y0,_T,99
452,TTO,1980,IM_DTP3,M12T23,_T,26
453,TTO,1980,IM_POL3,M12T23,_T,38
454,TTO,1980,IM_DTP1,M12T23,_T,51
455,TUN,1980,IM_PAB,Y0,_T,2
456,TUR,1980,IM_MCV1,M12T23,_T,27
457,TUR,1980,IM_DTP3,M12T23,_T,42
458,TUR,1980,IM_POL3,M12T23,_T,63
459,TUR,1980,IM_DTP1,M12T23,_T,67
460,TUV,1980,IM_POL3,M12T23,_T,23
461,TUV,1980,IM_DTP3,M12T23,_T,36
462,TUV,1980,IM_DTP1,M12T23,_T,61
463,TUV,1980,IM_BCG,Y0,_T,99
464,TZA,1980,IM_PAB,Y0,_T,37
465,TZA,1980,IM_MCV1,M12T23,_T,46
466,TZA,1980,IM_POL3,M12T23,_T,57
467,TZA,1980,IM_DTP3,M12T23,_T,59
468,TZA,1980,IM_BCG,Y0,_T,72
469,TZA,1980,IM_DTP1,M12T23,_T,81
470,UNICEF_EAP,1980,IM_RCV1,M12T23,_T,0
471,UNICEF_EAP,1980,IM_DTP1,M12T23,_T,13
472,UNICEF_EAP,1980,IM_BCG,Y0,_T,16
473,UNICEF_EAP,1980,IM_MCV1,M12T23,_T,4
474,UNICEF_EAP,1980,IM_POL3,M12T23,_T,5
475,UNICEF_EAP,1980,IM_DTP3,M12T23,_T,9
476,UNICEF_EAPRO,1980,IM_RCV1,M12T23,_T,0
477,UNICEF_EAPRO,1980,IM_MCV1,M12T23,_T,1
478,UNICEF_EAPRO,1980,IM_BCG,Y0,_T,16
479,UNICEF_EAPRO,1980,IM_POL3,M12T23,_T,5
480,UNICEF_EAPRO,1980,IM_DTP3,M12T23,_T,6
481,UNICEF_EAPRO,1980,IM_DTP1,M12T23,_T,9
482,UNICEF_ECA,1980,IM_BCG,Y0,_T,20
483,UNICEF_ECA,1980,IM_RCV1,M12T23,_T,4
484,UNICEF_ECA,1980,IM_MCV1,M12T23,_T,55
485,UNICEF_ECA,1980,IM_DTP3,M12T23,_T,63
486,UNICEF_ECA,1980,IM_DTP1,M12T23,_T,70
487,UNICEF_ECA,1980,IM_POL3,M12T23,_T,73
488,UNICEF_ECARO,1980,IM_RCV1,M12T23,_T,0
489,UNICEF_ECARO,1980,IM_BCG,Y0,_T,6
490,UNICEF_ECARO,1980,IM_MCV1,M12T23,_T,73
491,UNICEF_ECARO,1980,IM_DTP3,M12T23,_T,76
492,UNICEF_ECARO,1980,IM_POL3,M12T23,_T,80
493,UNICEF_ECARO,1980,IM_DTP1,M12T23,_T,83
494,UNICEF_EECA,1980,IM_RCV1,M12T23,_T,0
495,UNICEF_EECA,1980,IM_BCG,Y0,_T,6
496,UNICEF_EECA,1980,IM_MCV1,M12T23,_T,73
497,UNICEF_EECA,1980,IM_DTP3,M12T23,_T,76
498,UNICEF_EECA,1980,IM_POL3,M12T23,_T,80
499,UNICEF_EECA,1980,IM_DTP1,M12T23,_T,83
500,UNICEF_ESA,1980,IM_RCV1,M12T23,_T,0
501,UNICEF_ESA,1980,IM_BCG,Y0,_T,10
502,UNICEF_ESA,1980,IM_DTP1,M12T23,_T,14
503,UNICEF_ESA,1980,IM_MCV1,M12T23,_T,8
504,UNICEF_ESA,1980,IM_POL3,M12T23,_T,8
505,UNICEF_ESA,1980,IM_DTP3,M12T23,_T,9
506,UNICEF_ESARO,1980,IM_RCV1,M12T23,_T,0
507,UNICEF_ESARO,1980,IM_BCG,Y0,_T,10
508,UNICEF_ESARO,1980,IM_DTP3,M12T23,_T,10
509,UNICEF_ESARO,1980,IM_DTP1,M12T23,_T,13
510,UNICEF_ESARO,1980,IM_MCV1,M12T23,_T,9
511,UNICEF_ESARO,1980,IM_POL3,M12T23,_T,9
512,UNICEF_LAC,1980,IM_RCV1,M12T23,_T,0
513,UNICEF_LAC,1980,IM_DTP3,M12T23,_T,37
514,UNICEF_LAC,1980,IM_MCV1,M12T23,_T,42
515,UNICEF_LAC,1980,IM_BCG,Y0,_T,53
516,UNICEF_LAC,1980,IM_POL3,M12T23,_T,60
517,UNICEF_LAC,1980,IM_DTP1,M12T23,_T,61
